factura_id,cliente_id,fecha_corte,monto,condicion_dias,antiguedad_meses,tiene_garantia,sector_retail,sector_manufactura,sector_servicios,sector_construccion,sector_agro,sector_tecnologia,sector_salud,sector_transporte,num_facturas_prev,mora_promedio_hist,mora_ultimo_tramo,tasa_cumplimiento,monto_promedio_hist,ratio_monto,moras_consecutivas,num_gestiones_factura,dias_desde_ultima_gestion,dias_hasta_vence,tasa_contacto_cliente,ultimo_resultado_enc,num_no_contesta_cons,tiene_disputa_activa,tiene_promesa_activa,num_promesas_rotas,tasa_cumpl_promesas,promesas_total,target_mora,sin_gestion_previa,dias_transcurridos_corte,esta_vencida_al_corte,dias_mora_observable,dias_hasta_vence_pos,cliente_nuevo,intensidad_gestion,friccion_contacto,ratio_promesas_rotas
FAC002498,CLI0034,2024-01-15,3942.66,30,51,0,0,0,0,0,0,0,0,1,25,47.25,46.33,0.0,13515.0,0.2917,0,1,33.0,-3,0.3837,cod_6,1,0,0,7,0.0,7,+30,0,33,1,3,0,0,0.029411764705882353,1.0,1.0
FAC002498,CLI0034,2024-01-16,3942.66,30,51,0,0,0,0,0,0,0,0,1,25,47.25,46.33,0.0,13515.0,0.2917,0,2,1.0,-4,0.3837,cod_6,2,0,0,7,0.0,7,+30,0,34,1,4,0,0,0.05714285714285714,1.0,1.0
FAC002498,CLI0034,2024-01-23,3942.66,30,51,0,0,0,0,0,0,0,0,1,25,47.25,46.33,0.0,13515.0,0.2917,0,3,7.0,-11,0.3837,cod_6,3,0,0,7,0.0,7,+30,0,41,1,11,0,0,0.07142857142857142,1.0,1.0
FAC002533,CLI0034,2023-12-17,24533.13,60,51,0,0,0,0,0,0,0,0,1,26,47.25,46.33,0.0,13146.84,1.8661,0,0,-1.0,60,0.3977,sin_gestion_previa,0,0,0,8,0.0,8,+60,1,0,0,0,60,0,0.0,0.0,1.0
FAC002533,CLI0034,2024-01-09,24533.13,60,51,0,0,0,0,0,0,0,0,1,26,47.25,46.33,0.0,13146.84,1.8661,0,1,23.0,37,0.3977,cod_1,0,0,0,8,0.0,8,+60,0,23,0,0,37,0,0.041666666666666664,0.0,1.0
FAC002533,CLI0034,2024-03-10,24533.13,60,51,0,0,0,0,0,0,0,0,1,26,47.25,46.33,0.0,13146.84,1.8661,0,2,61.0,-24,0.3977,cod_6,1,0,0,8,0.0,8,+60,0,84,1,24,0,0,0.023529411764705882,0.5,1.0
FAC002533,CLI0034,2024-03-17,24533.13,60,51,0,0,0,0,0,0,0,0,1,26,47.25,46.33,0.0,13146.84,1.8661,0,3,7.0,-31,0.3977,cod_6,2,0,0,8,0.0,8,+60,0,91,1,31,0,0,0.03260869565217391,0.6666666666666666,1.0
FAC002533,CLI0034,2024-03-31,24533.13,60,51,0,0,0,0,0,0,0,0,1,26,47.25,46.33,0.0,13146.84,1.8661,0,4,14.0,-45,0.3977,cod_8,0,0,0,8,0.0,8,+60,0,105,1,45,0,0,0.03773584905660377,0.0,1.0
FAC002533,CLI0034,2024-04-01,24533.13,60,51,0,0,0,0,0,0,0,0,1,26,47.25,46.33,0.0,13146.84,1.8661,0,5,1.0,-46,0.3977,cod_5,1,0,0,8,0.0,8,+60,0,106,1,46,0,0,0.04672897196261682,0.2,1.0
FAC002533,CLI0034,2024-04-05,24533.13,60,51,0,0,0,0,0,0,0,0,1,26,47.25,46.33,0.0,13146.84,1.8661,0,6,4.0,-50,0.3977,cod_2,0,0,1,8,0.0,8,+60,0,110,1,50,0,0,0.05405405405405406,0.0,1.0
FAC002589,CLI0034,2023-12-25,29165.11,90,51,0,0,0,0,0,0,0,0,1,27,49.18,66.0,0.0,13568.55,2.1495,0,0,-1.0,90,0.4271,sin_gestion_previa,0,0,0,8,0.0,8,+90,1,0,0,0,90,0,0.0,0.0,1.0
FAC002589,CLI0034,2024-04-06,29165.11,90,51,0,0,0,0,0,0,0,0,1,27,49.18,66.0,0.0,13568.55,2.1495,0,1,103.0,-13,0.4271,cod_3,0,0,0,8,0.0,8,+90,0,103,1,13,0,0,0.009615384615384616,0.0,1.0
FAC002589,CLI0034,2024-05-11,29165.11,90,51,0,0,0,0,0,0,0,0,1,27,49.18,66.0,0.0,13568.55,2.1495,0,2,35.0,-48,0.4271,cod_6,1,0,0,8,0.0,8,+90,0,138,1,48,0,0,0.014388489208633094,0.5,1.0
FAC002589,CLI0034,2024-05-24,29165.11,90,51,0,0,0,0,0,0,0,0,1,27,49.18,66.0,0.0,13568.55,2.1495,0,3,13.0,-61,0.4271,cod_4,0,1,0,8,0.0,8,+90,0,151,1,61,0,0,0.019736842105263157,0.0,1.0
FAC002589,CLI0034,2024-06-03,29165.11,90,51,0,0,0,0,0,0,0,0,1,27,49.18,66.0,0.0,13568.55,2.1495,0,4,10.0,-71,0.4271,cod_4,0,1,0,8,0.0,8,+90,0,161,1,71,0,0,0.024691358024691357,0.0,1.0
FAC002589,CLI0034,2024-06-11,29165.11,90,51,0,0,0,0,0,0,0,0,1,27,49.18,66.0,0.0,13568.55,2.1495,0,5,8.0,-79,0.4271,cod_1,0,0,0,8,0.0,8,+90,0,169,1,79,0,0,0.029411764705882353,0.0,1.0
FAC002589,CLI0034,2024-06-18,29165.11,90,51,0,0,0,0,0,0,0,0,1,27,49.18,66.0,0.0,13568.55,2.1495,0,6,7.0,-86,0.4271,cod_5,1,0,0,8,0.0,8,+90,0,176,1,86,0,0,0.03389830508474576,0.16666666666666666,1.0
FAC002589,CLI0034,2024-06-26,29165.11,90,51,0,0,0,0,0,0,0,0,1,27,49.18,66.0,0.0,13568.55,2.1495,0,7,8.0,-94,0.4271,cod_5,2,0,0,8,0.0,8,+90,0,184,1,94,0,0,0.03783783783783784,0.2857142857142857,1.0
FAC002596,CLI0034,2023-12-26,17277.65,45,51,0,0,0,0,0,0,0,0,1,28,49.18,66.0,0.0,14125.57,1.2231,0,0,-1.0,45,0.4271,sin_gestion_previa,0,0,0,8,0.0,8,+90,1,0,0,0,45,0,0.0,0.0,1.0
FAC002596,CLI0034,2024-01-04,17277.65,45,51,0,0,0,0,0,0,0,0,1,28,49.18,66.0,0.0,14125.57,1.2231,0,1,9.0,36,0.4271,cod_3,0,0,0,8,0.0,8,+90,0,9,0,0,36,0,0.1,0.0,1.0
FAC002596,CLI0034,2024-02-17,17277.65,45,51,0,0,0,0,0,0,0,0,1,28,49.18,66.0,0.0,14125.57,1.2231,0,2,44.0,-8,0.4271,cod_6,1,0,0,8,0.0,8,+90,0,53,1,8,0,0,0.037037037037037035,0.5,1.0
FAC002596,CLI0034,2024-02-22,17277.65,45,51,0,0,0,0,0,0,0,0,1,28,49.18,66.0,0.0,14125.57,1.2231,0,3,5.0,-13,0.4271,cod_6,2,0,0,8,0.0,8,+90,0,58,1,13,0,0,0.05084745762711865,0.6666666666666666,1.0
FAC002596,CLI0034,2024-02-23,17277.65,45,51,0,0,0,0,0,0,0,0,1,28,49.18,66.0,0.0,14125.57,1.2231,0,4,1.0,-14,0.4271,cod_6,3,0,0,8,0.0,8,+90,0,59,1,14,0,0,0.06666666666666667,0.75,1.0
FAC002596,CLI0034,2024-02-27,17277.65,45,51,0,0,0,0,0,0,0,0,1,28,49.18,66.0,0.0,14125.57,1.2231,0,5,4.0,-18,0.4271,cod_2,0,0,1,8,0.0,8,+90,0,63,1,18,0,0,0.078125,0.0,1.0
FAC002596,CLI0034,2024-03-05,17277.65,45,51,0,0,0,0,0,0,0,0,1,28,49.18,66.0,0.0,14125.57,1.2231,0,6,7.0,-25,0.4271,cod_5,1,0,1,8,0.0,8,+90,0,70,1,25,0,0,0.08450704225352113,0.16666666666666666,1.0
FAC002596,CLI0034,2024-03-08,17277.65,45,51,0,0,0,0,0,0,0,0,1,28,49.18,66.0,0.0,14125.57,1.2231,0,7,3.0,-28,0.4271,cod_5,2,0,1,8,0.0,8,+90,0,73,1,28,0,0,0.0945945945945946,0.2857142857142857,1.0
FAC002596,CLI0034,2024-03-21,17277.65,45,51,0,0,0,0,0,0,0,0,1,28,49.18,66.0,0.0,14125.57,1.2231,0,8,13.0,-41,0.4271,cod_5,3,0,1,8,0.0,8,+90,0,86,1,41,0,0,0.09195402298850575,0.375,1.0
FAC002596,CLI0034,2024-03-26,17277.65,45,51,0,0,0,0,0,0,0,0,1,28,49.18,66.0,0.0,14125.57,1.2231,0,9,5.0,-46,0.4271,cod_5,4,0,1,8,0.0,8,+90,0,91,1,46,0,0,0.09782608695652174,0.4444444444444444,1.0
FAC002596,CLI0034,2024-04-16,17277.65,45,51,0,0,0,0,0,0,0,0,1,28,49.18,66.0,0.0,14125.57,1.2231,0,10,21.0,-67,0.4271,cod_8,0,0,1,8,0.0,8,+90,0,112,1,67,0,0,0.08849557522123894,0.0,1.0
FAC002772,CLI0034,2024-01-20,24824.55,90,51,0,0,0,0,0,0,0,0,1,29,49.11,54.0,0.0,14234.26,1.744,0,0,-1.0,90,0.4495,sin_gestion_previa,0,0,0,8,0.0,9,+90,1,0,0,0,90,0,0.0,0.0,0.8888888888888888
FAC002772,CLI0034,2024-04-02,24824.55,90,51,0,0,0,0,0,0,0,0,1,29,49.11,54.0,0.0,14234.26,1.744,0,1,73.0,17,0.4495,cod_2,0,0,1,8,0.0,9,+90,0,73,0,0,17,0,0.013513513513513514,0.0,0.8888888888888888
FAC002772,CLI0034,2024-04-25,24824.55,90,51,0,0,0,0,0,0,0,0,1,29,49.11,54.0,0.0,14234.26,1.744,0,2,23.0,-6,0.4495,cod_6,1,0,1,8,0.0,9,+90,0,96,1,6,0,0,0.020618556701030927,0.5,0.8888888888888888
FAC002772,CLI0034,2024-06-05,24824.55,90,51,0,0,0,0,0,0,0,0,1,29,49.11,54.0,0.0,14234.26,1.744,0,3,41.0,-47,0.4495,cod_6,2,0,1,8,0.0,9,+90,0,137,1,47,0,0,0.021739130434782608,0.6666666666666666,0.8888888888888888
FAC002772,CLI0034,2024-06-12,24824.55,90,51,0,0,0,0,0,0,0,0,1,29,49.11,54.0,0.0,14234.26,1.744,0,4,7.0,-54,0.4495,cod_6,3,0,0,8,0.0,9,+90,0,144,1,54,0,0,0.027586206896551724,0.75,0.8888888888888888
FAC002772,CLI0034,2024-07-06,24824.55,90,51,0,0,0,0,0,0,0,0,1,29,49.11,54.0,0.0,14234.26,1.744,0,5,24.0,-78,0.4495,cod_5,4,0,0,8,0.0,9,+90,0,168,1,78,0,0,0.029585798816568046,0.8,0.8888888888888888
FAC002805,CLI0034,2024-01-23,29020.39,90,51,0,0,0,0,0,0,0,0,1,30,49.11,54.0,0.0,14587.27,1.9894,0,0,-1.0,90,0.4414,sin_gestion_previa,0,0,0,8,0.0,9,+90,1,0,0,0,90,0,0.0,0.0,0.8888888888888888
FAC002805,CLI0034,2024-02-22,29020.39,90,51,0,0,0,0,0,0,0,0,1,30,49.11,54.0,0.0,14587.27,1.9894,0,1,30.0,60,0.4414,cod_6,1,0,0,8,0.0,9,+90,0,30,0,0,60,0,0.03225806451612903,1.0,0.8888888888888888
FAC002805,CLI0034,2024-04-24,29020.39,90,51,0,0,0,0,0,0,0,0,1,30,49.11,54.0,0.0,14587.27,1.9894,0,2,62.0,-2,0.4414,cod_8,0,0,0,8,0.0,9,+90,0,92,1,2,0,0,0.021505376344086023,0.0,0.8888888888888888
FAC002805,CLI0034,2024-04-28,29020.39,90,51,0,0,0,0,0,0,0,0,1,30,49.11,54.0,0.0,14587.27,1.9894,0,3,4.0,-6,0.4414,cod_6,1,0,0,8,0.0,9,+90,0,96,1,6,0,0,0.030927835051546393,0.3333333333333333,0.8888888888888888
FAC002805,CLI0034,2024-04-30,29020.39,90,51,0,0,0,0,0,0,0,0,1,30,49.11,54.0,0.0,14587.27,1.9894,0,4,2.0,-8,0.4414,cod_6,2,0,0,8,0.0,9,+90,0,98,1,8,0,0,0.04040404040404041,0.5,0.8888888888888888
FAC002805,CLI0034,2024-05-20,29020.39,90,51,0,0,0,0,0,0,0,0,1,30,49.11,54.0,0.0,14587.27,1.9894,0,5,20.0,-28,0.4414,cod_5,3,0,0,8,0.0,9,+90,0,118,1,28,0,0,0.04201680672268908,0.6,0.8888888888888888
FAC002805,CLI0034,2024-06-16,29020.39,90,51,0,0,0,0,0,0,0,0,1,30,49.11,54.0,0.0,14587.27,1.9894,0,6,27.0,-55,0.4414,cod_5,4,0,0,8,0.0,9,+90,0,145,1,55,0,0,0.0410958904109589,0.6666666666666666,0.8888888888888888
FAC002868,CLI0034,2024-01-31,17822.36,90,51,0,0,0,0,0,0,0,0,1,31,47.21,47.0,0.0,15052.86,1.184,0,0,-1.0,90,0.4435,sin_gestion_previa,0,0,0,8,0.0,9,+90,1,0,0,0,90,0,0.0,0.0,0.8888888888888888
FAC002868,CLI0034,2024-05-04,17822.36,90,51,0,0,0,0,0,0,0,0,1,31,47.21,47.0,0.0,15052.86,1.184,0,1,94.0,-4,0.4435,cod_6,1,0,0,8,0.0,9,+90,0,94,1,4,0,0,0.010526315789473684,1.0,0.8888888888888888
FAC002868,CLI0034,2024-06-08,17822.36,90,51,0,0,0,0,0,0,0,0,1,31,47.21,47.0,0.0,15052.86,1.184,0,2,35.0,-39,0.4435,cod_6,2,0,0,8,0.0,9,+90,0,129,1,39,0,0,0.015384615384615385,1.0,0.8888888888888888
FAC002868,CLI0034,2024-06-09,17822.36,90,51,0,0,0,0,0,0,0,0,1,31,47.21,47.0,0.0,15052.86,1.184,0,3,1.0,-40,0.4435,cod_6,3,0,0,8,0.0,9,+90,0,130,1,40,0,0,0.022900763358778626,1.0,0.8888888888888888
FAC002868,CLI0034,2024-07-09,17822.36,90,51,0,0,0,0,0,0,0,0,1,31,47.21,47.0,0.0,15052.86,1.184,0,4,30.0,-70,0.4435,cod_6,4,0,0,8,0.0,9,+90,0,160,1,70,0,0,0.024844720496894408,1.0,0.8888888888888888
FAC002868,CLI0034,2024-07-17,17822.36,90,51,0,0,0,0,0,0,0,0,1,31,47.21,47.0,0.0,15052.86,1.184,0,5,8.0,-78,0.4435,cod_4,0,1,0,8,0.0,9,+90,0,168,1,78,0,0,0.029585798816568046,0.0,0.8888888888888888
FAC002868,CLI0034,2024-07-21,17822.36,90,51,0,0,0,0,0,0,0,0,1,31,47.21,47.0,0.0,15052.86,1.184,0,6,4.0,-82,0.4435,cod_5,1,1,0,8,0.0,9,+90,0,172,1,82,0,0,0.03468208092485549,0.16666666666666666,0.8888888888888888
FAC002868,CLI0034,2024-07-24,17822.36,90,51,0,0,0,0,0,0,0,0,1,31,47.21,47.0,0.0,15052.86,1.184,0,7,3.0,-85,0.4435,cod_2,0,0,1,8,0.0,9,+90,0,175,1,85,0,0,0.03977272727272727,0.0,0.8888888888888888
FAC003075,CLI0034,2024-02-28,15073.48,45,51,0,0,0,0,0,0,0,0,1,32,49.43,51.33,0.0,15139.4,0.9956,0,0,-1.0,45,0.4135,sin_gestion_previa,0,0,0,10,0.0,11,+60,1,0,0,0,45,0,0.0,0.0,0.9090909090909091
FAC003075,CLI0034,2024-03-03,15073.48,45,51,0,0,0,0,0,0,0,0,1,32,49.43,51.33,0.0,15139.4,0.9956,0,1,4.0,41,0.4135,cod_3,0,0,0,10,0.0,11,+60,0,4,0,0,41,0,0.2,0.0,0.9090909090909091
FAC003075,CLI0034,2024-04-15,15073.48,45,51,0,0,0,0,0,0,0,0,1,32,49.43,51.33,0.0,15139.4,0.9956,0,2,43.0,-2,0.4135,cod_6,1,0,0,10,0.0,11,+60,0,47,1,2,0,0,0.041666666666666664,0.5,0.9090909090909091
FAC003075,CLI0034,2024-05-06,15073.48,45,51,0,0,0,0,0,0,0,0,1,32,49.43,51.33,0.0,15139.4,0.9956,0,3,21.0,-23,0.4135,cod_1,0,0,0,10,0.0,11,+60,0,68,1,23,0,0,0.043478260869565216,0.0,0.9090909090909091
FAC003075,CLI0034,2024-05-11,15073.48,45,51,0,0,0,0,0,0,0,0,1,32,49.43,51.33,0.0,15139.4,0.9956,0,4,5.0,-28,0.4135,cod_4,0,1,0,10,0.0,11,+60,0,73,1,28,0,0,0.05405405405405406,0.0,0.9090909090909091
FAC003075,CLI0034,2024-05-12,15073.48,45,51,0,0,0,0,0,0,0,0,1,32,49.43,51.33,0.0,15139.4,0.9956,0,5,1.0,-29,0.4135,cod_5,1,1,0,10,0.0,11,+60,0,74,1,29,0,0,0.06666666666666667,0.2,0.9090909090909091
FAC003128,CLI0034,2024-03-05,12751.92,30,51,0,0,0,0,0,0,0,0,1,33,49.43,51.33,0.0,15137.41,0.8424,0,0,-1.0,30,0.4191,sin_gestion_previa,0,0,0,10,0.0,11,+60,1,0,0,0,30,0,0.0,0.0,0.9090909090909091
FAC003128,CLI0034,2024-03-10,12751.92,30,51,0,0,0,0,0,0,0,0,1,33,49.43,51.33,0.0,15137.41,0.8424,0,1,5.0,25,0.4191,cod_6,1,0,0,10,0.0,11,+60,0,5,0,0,25,0,0.16666666666666666,1.0,0.9090909090909091
FAC003128,CLI0034,2024-04-14,12751.92,30,51,0,0,0,0,0,0,0,0,1,33,49.43,51.33,0.0,15137.41,0.8424,0,2,35.0,-10,0.4191,cod_6,2,0,0,10,0.0,11,+60,0,40,1,10,0,0,0.04878048780487805,1.0,0.9090909090909091
FAC003128,CLI0034,2024-05-10,12751.92,30,51,0,0,0,0,0,0,0,0,1,33,49.43,51.33,0.0,15137.41,0.8424,0,3,26.0,-36,0.4191,cod_2,0,0,1,10,0.0,11,+60,0,66,1,36,0,0,0.04477611940298507,0.0,0.9090909090909091
FAC003128,CLI0034,2024-05-28,12751.92,30,51,0,0,0,0,0,0,0,0,1,33,49.43,51.33,0.0,15137.41,0.8424,0,4,18.0,-54,0.4191,cod_6,1,0,0,10,0.0,11,+60,0,84,1,54,0,0,0.047058823529411764,0.25,0.9090909090909091
FAC003275,CLI0034,2024-03-24,15809.89,30,51,0,0,0,0,0,0,0,0,1,34,49.86,40.33,0.0,15067.25,1.0493,0,0,-1.0,30,0.4069,sin_gestion_previa,0,0,0,10,0.0,11,+30,1,0,0,0,30,0,0.0,0.0,0.9090909090909091
FAC003275,CLI0034,2024-05-09,15809.89,30,51,0,0,0,0,0,0,0,0,1,34,49.86,40.33,0.0,15067.25,1.0493,0,1,46.0,-16,0.4069,cod_4,0,1,0,10,0.0,11,+30,0,46,1,16,0,0,0.02127659574468085,0.0,0.9090909090909091
FAC003275,CLI0034,2024-05-17,15809.89,30,51,0,0,0,0,0,0,0,0,1,34,49.86,40.33,0.0,15067.25,1.0493,0,2,8.0,-24,0.4069,cod_6,1,1,0,10,0.0,11,+30,0,54,1,24,0,0,0.03636363636363636,0.5,0.9090909090909091
FAC003349,CLI0034,2024-04-02,4928.03,45,51,0,0,0,0,0,0,0,0,1,35,53.62,40.33,0.0,15088.46,0.3266,0,0,-1.0,45,0.4106,sin_gestion_previa,0,0,0,10,0.0,12,+60,1,0,0,0,45,0,0.0,0.0,0.8333333333333334
FAC003349,CLI0034,2024-04-17,4928.03,45,51,0,0,0,0,0,0,0,0,1,35,53.62,40.33,0.0,15088.46,0.3266,0,1,15.0,30,0.4106,cod_7,1,0,0,10,0.0,12,+60,0,15,0,0,30,0,0.0625,1.0,0.8333333333333334
FAC003349,CLI0034,2024-04-30,4928.03,45,51,0,0,0,0,0,0,0,0,1,35,53.62,40.33,0.0,15088.46,0.3266,0,2,13.0,17,0.4106,cod_6,2,0,0,10,0.0,12,+60,0,28,0,0,17,0,0.06896551724137931,1.0,0.8333333333333334
FAC003349,CLI0034,2024-05-20,4928.03,45,51,0,0,0,0,0,0,0,0,1,35,53.62,40.33,0.0,15088.46,0.3266,0,3,20.0,-3,0.4106,cod_2,0,0,1,10,0.0,12,+60,0,48,1,3,0,0,0.061224489795918366,0.0,0.8333333333333334
FAC003349,CLI0034,2024-05-31,4928.03,45,51,0,0,0,0,0,0,0,0,1,35,53.62,40.33,0.0,15088.46,0.3266,0,4,11.0,-14,0.4106,cod_6,1,0,1,10,0.0,12,+60,0,59,1,14,0,0,0.06666666666666667,0.25,0.8333333333333334
FAC003349,CLI0034,2024-06-06,4928.03,45,51,0,0,0,0,0,0,0,0,1,35,53.62,40.33,0.0,15088.46,0.3266,0,5,6.0,-20,0.4106,cod_5,2,0,0,10,0.0,12,+60,0,65,1,20,0,0,0.07575757575757576,0.4,0.8333333333333334
FAC003349,CLI0034,2024-07-01,4928.03,45,51,0,0,0,0,0,0,0,0,1,35,53.62,40.33,0.0,15088.46,0.3266,0,6,25.0,-45,0.4106,cod_2,0,0,1,10,0.0,12,+60,0,90,1,45,0,0,0.06593406593406594,0.0,0.8333333333333334
FAC003389,CLI0034,2024-04-07,6427.05,90,51,0,0,0,0,0,0,0,0,1,36,53.52,41.0,0.0,14806.23,0.4341,0,0,-1.0,90,0.4183,sin_gestion_previa,0,0,0,10,0.0909,13,+90,1,0,0,0,90,0,0.0,0.0,0.7692307692307693
FAC003389,CLI0034,2024-06-13,6427.05,90,51,0,0,0,0,0,0,0,0,1,36,53.52,41.0,0.0,14806.23,0.4341,0,1,67.0,23,0.4183,cod_6,1,0,0,10,0.0909,13,+90,0,67,0,0,23,0,0.014705882352941176,1.0,0.7692307692307693
FAC003389,CLI0034,2024-08-10,6427.05,90,51,0,0,0,0,0,0,0,0,1,36,53.52,41.0,0.0,14806.23,0.4341,0,2,58.0,-35,0.4183,cod_8,0,0,0,10,0.0909,13,+90,0,125,1,35,0,0,0.015873015873015872,0.0,0.7692307692307693
FAC003389,CLI0034,2024-08-15,6427.05,90,51,0,0,0,0,0,0,0,0,1,36,53.52,41.0,0.0,14806.23,0.4341,0,3,5.0,-40,0.4183,cod_6,1,0,0,10,0.0909,13,+90,0,130,1,40,0,0,0.022900763358778626,0.3333333333333333,0.7692307692307693
FAC003389,CLI0034,2024-08-22,6427.05,90,51,0,0,0,0,0,0,0,0,1,36,53.52,41.0,0.0,14806.23,0.4341,0,4,7.0,-47,0.4183,cod_6,2,0,0,10,0.0909,13,+90,0,137,1,47,0,0,0.028985507246376812,0.5,0.7692307692307693
FAC003389,CLI0034,2024-08-27,6427.05,90,51,0,0,0,0,0,0,0,0,1,36,53.52,41.0,0.0,14806.23,0.4341,0,5,5.0,-52,0.4183,cod_8,0,0,0,10,0.0909,13,+90,0,142,1,52,0,0,0.03496503496503497,0.0,0.7692307692307693
FAC003389,CLI0034,2024-09-03,6427.05,90,51,0,0,0,0,0,0,0,0,1,36,53.52,41.0,0.0,14806.23,0.4341,0,6,7.0,-59,0.4183,cod_5,1,0,0,10,0.0909,13,+90,0,149,1,59,0,0,0.04,0.16666666666666666,0.7692307692307693
FAC003389,CLI0034,2024-09-13,6427.05,90,51,0,0,0,0,0,0,0,0,1,36,53.52,41.0,0.0,14806.23,0.4341,0,7,10.0,-69,0.4183,cod_2,0,0,1,10,0.0909,13,+90,0,159,1,69,0,0,0.04375,0.0,0.7692307692307693
FAC003584,CLI0034,2024-05-05,29206.7,45,51,0,0,0,0,0,0,0,0,1,37,57.59,41.0,0.0,14579.77,2.0032,0,0,-1.0,45,0.4036,sin_gestion_previa,0,0,0,10,0.0909,13,+90,1,0,0,0,45,0,0.0,0.0,0.7692307692307693
FAC003584,CLI0034,2024-05-30,29206.7,45,51,0,0,0,0,0,0,0,0,1,37,57.59,41.0,0.0,14579.77,2.0032,0,1,25.0,20,0.4036,cod_6,1,0,0,10,0.0909,13,+90,0,25,0,0,20,0,0.038461538461538464,1.0,0.7692307692307693
FAC003584,CLI0034,2024-07-24,29206.7,45,51,0,0,0,0,0,0,0,0,1,37,57.59,41.0,0.0,14579.77,2.0032,0,2,55.0,-35,0.4036,cod_6,2,0,0,10,0.0909,13,+90,0,80,1,35,0,0,0.024691358024691357,1.0,0.7692307692307693
FAC003584,CLI0034,2024-07-26,29206.7,45,51,0,0,0,0,0,0,0,0,1,37,57.59,41.0,0.0,14579.77,2.0032,0,3,2.0,-37,0.4036,cod_6,3,0,0,10,0.0909,13,+90,0,82,1,37,0,0,0.03614457831325301,1.0,0.7692307692307693
FAC003584,CLI0034,2024-08-09,29206.7,45,51,0,0,0,0,0,0,0,0,1,37,57.59,41.0,0.0,14579.77,2.0032,0,4,14.0,-51,0.4036,cod_6,4,0,0,10,0.0909,13,+90,0,96,1,51,0,0,0.041237113402061855,1.0,0.7692307692307693
FAC003584,CLI0034,2024-08-18,29206.7,45,51,0,0,0,0,0,0,0,0,1,37,57.59,41.0,0.0,14579.77,2.0032,0,5,9.0,-60,0.4036,cod_2,0,0,1,10,0.0909,13,+90,0,105,1,60,0,0,0.04716981132075472,0.0,0.7692307692307693
FAC003685,CLI0034,2024-05-19,5096.3,45,51,0,0,0,0,0,0,0,0,1,38,58.17,61.0,0.0,14964.68,0.3406,0,0,-1.0,45,0.4104,sin_gestion_previa,0,0,0,11,0.1538,14,+90,1,0,0,0,45,0,0.0,0.0,0.7857142857142857
FAC003685,CLI0034,2024-07-21,5096.3,45,51,0,0,0,0,0,0,0,0,1,38,58.17,61.0,0.0,14964.68,0.3406,0,1,63.0,-18,0.4104,cod_3,0,0,0,11,0.1538,14,+90,0,63,1,18,0,0,0.015625,0.0,0.7857142857142857
FAC003685,CLI0034,2024-08-08,5096.3,45,51,0,0,0,0,0,0,0,0,1,38,58.17,61.0,0.0,14964.68,0.3406,0,2,18.0,-36,0.4104,cod_6,1,0,0,11,0.1538,14,+90,0,81,1,36,0,0,0.024390243902439025,0.5,0.7857142857142857
FAC003685,CLI0034,2024-08-31,5096.3,45,51,0,0,0,0,0,0,0,0,1,38,58.17,61.0,0.0,14964.68,0.3406,0,3,23.0,-59,0.4104,cod_8,0,0,0,11,0.1538,14,+90,0,104,1,59,0,0,0.02857142857142857,0.0,0.7857142857142857
FAC003685,CLI0034,2024-09-05,5096.3,45,51,0,0,0,0,0,0,0,0,1,38,58.17,61.0,0.0,14964.68,0.3406,0,4,5.0,-64,0.4104,cod_6,1,0,0,11,0.1538,14,+90,0,109,1,64,0,0,0.03636363636363636,0.25,0.7857142857142857
FAC003685,CLI0034,2024-09-19,5096.3,45,51,0,0,0,0,0,0,0,0,1,38,58.17,61.0,0.0,14964.68,0.3406,0,5,14.0,-78,0.4104,cod_5,2,0,0,11,0.1538,14,+90,0,123,1,78,0,0,0.04032258064516129,0.4,0.7857142857142857
FAC004063,CLI0034,2024-07-13,3733.5,90,51,0,0,0,0,0,0,0,0,1,39,59.49,47.67,0.0,14711.65,0.2538,0,0,-1.0,90,0.3938,sin_gestion_previa,0,0,0,14,0.125,16,+90,1,0,0,0,90,0,0.0,0.0,0.875
FAC004063,CLI0034,2024-07-28,3733.5,90,51,0,0,0,0,0,0,0,0,1,39,59.49,47.67,0.0,14711.65,0.2538,0,1,15.0,75,0.3938,cod_4,0,1,0,14,0.125,16,+90,0,15,0,0,75,0,0.0625,0.0,0.875
FAC004063,CLI0034,2024-08-18,3733.5,90,51,0,0,0,0,0,0,0,0,1,39,59.49,47.67,0.0,14711.65,0.2538,0,2,21.0,54,0.3938,cod_6,1,1,0,14,0.125,16,+90,0,36,0,0,54,0,0.05405405405405406,0.5,0.875
FAC004063,CLI0034,2024-11-05,3733.5,90,51,0,0,0,0,0,0,0,0,1,39,59.49,47.67,0.0,14711.65,0.2538,0,3,79.0,-25,0.3938,cod_6,2,1,0,14,0.125,16,+90,0,115,1,25,0,0,0.02586206896551724,0.6666666666666666,0.875
FAC004063,CLI0034,2024-11-08,3733.5,90,51,0,0,0,0,0,0,0,0,1,39,59.49,47.67,0.0,14711.65,0.2538,0,4,3.0,-28,0.3938,cod_8,0,0,0,14,0.125,16,+90,0,118,1,28,0,0,0.03361344537815126,0.0,0.875
