cliente_id,feature,feature_label,reason_label,direction,weight,client_value,normalized_risk_component,risk_contribution_points,rating_reason_rank
CLI0054,mora_promedio_hist_mean,mora promedio hist prom.,mora historica,mayor_valor_mayor_riesgo,1.4,38.48088607594936,0.9,8.75,3
CLI0054,mora_ultimo_tramo_mean,mora ultimo tramo prom.,mora reciente,mayor_valor_mayor_riesgo,1.4,32.00392405063291,0.86,8.36,4
CLI0054,ratio_promesas_rotas_mean,ratio promesas rotas prom.,promesas rotas,mayor_valor_mayor_riesgo,1.2,0.6874522804902552,0.925,7.71,5
CLI0054,tasa_cumpl_promesas_mean,tasa cumpl promesas prom.,bajo cumplimiento de promesas,mayor_valor_menor_riesgo,1.2,0.2671613924050633,0.925,7.71,6
CLI0054,moras_consecutivas_mean,moras consecutivas prom.,moras consecutivas,mayor_valor_mayor_riesgo,1.3,0.1962025316455696,0.835,7.54,7
CLI0054,friccion_contacto_mean,friccion contacto prom.,friccion de contacto,mayor_valor_mayor_riesgo,1.1,0.2874045609805103,0.865,6.61,8
CLI0054,num_no_contesta_cons_mean,num no contesta cons prom.,no contestacion,mayor_valor_mayor_riesgo,0.9,0.7974683544303798,0.9,5.62,9
CLI0054,esta_vencida_al_corte_mean,esta vencida al corte prom.,facturas vencidas al corte,mayor_valor_mayor_riesgo,0.8,0.740506329113924,0.92,5.11,10
CLI0054,tiene_disputa_activa_mean,tiene disputa activa prom.,disputas activas,mayor_valor_mayor_riesgo,0.8,0.1518987341772152,0.89,4.94,11
CLI0054,dias_hasta_vence_pos_mean,dias hasta vence pos prom.,poco margen preventivo antes de vencer,mayor_valor_menor_riesgo,0.6,10.854430379746836,0.99,4.12,12
CLI0054,tasa_contacto_cliente_mean,tasa contacto cliente prom.,baja contactabilidad,mayor_valor_menor_riesgo,1.0,0.5370120253164556,0.525,3.65,13
CLI0055,tasa_cumpl_promesas_mean,tasa cumpl promesas prom.,bajo cumplimiento de promesas,mayor_valor_menor_riesgo,1.2,0.3850066225165563,0.825,6.87,1
CLI0055,ratio_promesas_rotas_mean,ratio promesas rotas prom.,promesas rotas,mayor_valor_mayor_riesgo,1.2,0.5608320303684542,0.82,6.83,2
CLI0055,mora_ultimo_tramo_mean,mora ultimo tramo prom.,mora reciente,mayor_valor_mayor_riesgo,1.4,14.710397350993375,0.575,5.59,3
CLI0055,dias_mora_observable_mean,dias mora observable prom.,dias de mora observables,mayor_valor_mayor_riesgo,1.3,17.4635761589404,0.61,5.51,4
CLI0055,mora_promedio_hist_mean,mora promedio hist prom.,mora historica,mayor_valor_mayor_riesgo,1.4,13.93774834437086,0.525,5.1,5
CLI0055,tasa_cumplimiento_mean,tasa cumplimiento prom.,bajo cumplimiento historico,mayor_valor_menor_riesgo,1.4,0.5787986754966887,0.505,4.91,6
CLI0055,friccion_contacto_mean,friccion contacto prom.,friccion de contacto,mayor_valor_mayor_riesgo,1.1,0.2122043519394512,0.57,4.35,7
CLI0055,tasa_contacto_cliente_mean,tasa contacto cliente prom.,baja contactabilidad,mayor_valor_menor_riesgo,1.0,0.5711,0.44,3.06,8
CLI0055,esta_vencida_al_corte_mean,esta vencida al corte prom.,facturas vencidas al corte,mayor_valor_mayor_riesgo,0.8,0.5827814569536424,0.535,2.97,9
CLI0055,num_no_contesta_cons_mean,num no contesta cons prom.,no contestacion,mayor_valor_mayor_riesgo,0.9,0.390728476821192,0.45,2.81,10
CLI0055,dias_hasta_vence_pos_mean,dias hasta vence pos prom.,poco margen preventivo antes de vencer,mayor_valor_menor_riesgo,0.6,17.966887417218544,0.585,2.44,11
CLI0055,moras_consecutivas_mean,moras consecutivas prom.,moras consecutivas,mayor_valor_mayor_riesgo,1.3,0.0,0.255,2.3,12
CLI0055,tiene_disputa_activa_mean,tiene disputa activa prom.,disputas activas,mayor_valor_mayor_riesgo,0.8,0.0529801324503311,0.325,1.81,13
CLI0056,moras_consecutivas_mean,moras consecutivas prom.,moras consecutivas,mayor_valor_mayor_riesgo,1.3,0.5,0.905,8.17,1
CLI0056,dias_mora_observable_mean,dias mora observable prom.,dias de mora observables,mayor_valor_mayor_riesgo,1.3,25.566666666666663,0.85,7.67,2
CLI0056,friccion_contacto_mean,friccion contacto prom.,friccion de contacto,mayor_valor_mayor_riesgo,1.1,0.6041666666666666,1.0,7.64,3
CLI0056,mora_ultimo_tramo_mean,mora ultimo tramo prom.,mora reciente,mayor_valor_mayor_riesgo,1.4,26.55666666666667,0.76,7.39,4
CLI0056,mora_promedio_hist_mean,mora promedio hist prom.,mora historica,mayor_valor_mayor_riesgo,1.4,26.55666666666667,0.725,7.05,5
CLI0056,num_no_contesta_cons_mean,num no contesta cons prom.,no contestacion,mayor_valor_mayor_riesgo,0.9,1.6333333333333333,1.0,6.25,6
CLI0056,tasa_contacto_cliente_mean,tasa contacto cliente prom.,baja contactabilidad,mayor_valor_menor_riesgo,1.0,0.3921666666666666,0.895,6.22,7
CLI0056,esta_vencida_al_corte_mean,esta vencida al corte prom.,facturas vencidas al corte,mayor_valor_mayor_riesgo,0.8,0.7333333333333333,0.895,4.97,8
CLI0056,tasa_cumplimiento_mean,tasa cumplimiento prom.,bajo cumplimiento historico,mayor_valor_menor_riesgo,1.4,0.6666666666666666,0.415,4.03,9
CLI0056,dias_hasta_vence_pos_mean,dias hasta vence pos prom.,poco margen preventivo antes de vencer,mayor_valor_menor_riesgo,0.6,12.3,0.875,3.65,10
CLI0056,ratio_promesas_rotas_mean,ratio promesas rotas prom.,promesas rotas,mayor_valor_mayor_riesgo,1.2,0.0,0.1425,1.19,11
CLI0056,tiene_disputa_activa_mean,tiene disputa activa prom.,disputas activas,mayor_valor_mayor_riesgo,0.8,0.0333333333333333,0.2125,1.18,12
CLI0056,tasa_cumpl_promesas_mean,tasa cumpl promesas prom.,bajo cumplimiento de promesas,mayor_valor_menor_riesgo,1.2,1.0,0.1375,1.15,13
CLI0057,tiene_disputa_activa_mean,tiene disputa activa prom.,disputas activas,mayor_valor_mayor_riesgo,0.8,0.1521739130434782,0.895,4.97,1
CLI0057,tasa_contacto_cliente_mean,tasa contacto cliente prom.,baja contactabilidad,mayor_valor_menor_riesgo,1.0,0.4951847826086957,0.68,4.72,2
CLI0057,friccion_contacto_mean,friccion contacto prom.,friccion de contacto,mayor_valor_mayor_riesgo,1.1,0.2217391304347826,0.595,4.55,3
CLI0057,tasa_cumplimiento_mean,tasa cumplimiento prom.,bajo cumplimiento historico,mayor_valor_menor_riesgo,1.4,0.767854347826087,0.325,3.16,4
CLI0057,mora_promedio_hist_mean,mora promedio hist prom.,mora historica,mayor_valor_mayor_riesgo,1.4,6.666739130434783,0.3,2.92,5
CLI0057,mora_ultimo_tramo_mean,mora ultimo tramo prom.,mora reciente,mayor_valor_mayor_riesgo,1.4,4.413043478260869,0.3,2.92,6
CLI0057,num_no_contesta_cons_mean,num no contesta cons prom.,no contestacion,mayor_valor_mayor_riesgo,0.9,0.391304347826087,0.46,2.88,7
CLI0057,moras_consecutivas_mean,moras consecutivas prom.,moras consecutivas,mayor_valor_mayor_riesgo,1.3,0.0,0.255,2.3,8
CLI0057,dias_mora_observable_mean,dias mora observable prom.,dias de mora observables,mayor_valor_mayor_riesgo,1.3,4.086956521739131,0.19,1.72,9
CLI0057,ratio_promesas_rotas_mean,ratio promesas rotas prom.,promesas rotas,mayor_valor_mayor_riesgo,1.2,0.0,0.1425,1.19,10
CLI0057,tasa_cumpl_promesas_mean,tasa cumpl promesas prom.,bajo cumplimiento de promesas,mayor_valor_menor_riesgo,1.2,1.0,0.1375,1.15,11
CLI0057,esta_vencida_al_corte_mean,esta vencida al corte prom.,facturas vencidas al corte,mayor_valor_mayor_riesgo,0.8,0.2391304347826087,0.2,1.11,12
CLI0057,dias_hasta_vence_pos_mean,dias hasta vence pos prom.,poco margen preventivo antes de vencer,mayor_valor_menor_riesgo,0.6,37.15217391304348,0.17,0.71,13
CLI0058,tasa_contacto_cliente_mean,tasa contacto cliente prom.,baja contactabilidad,mayor_valor_menor_riesgo,1.0,0.5313626506024096,0.545,3.78,1
CLI0058,ratio_promesas_rotas_mean,ratio promesas rotas prom.,promesas rotas,mayor_valor_mayor_riesgo,1.2,0.1626506024096385,0.415,3.46,2
CLI0058,tasa_cumpl_promesas_mean,tasa cumpl promesas prom.,bajo cumplimiento de promesas,mayor_valor_menor_riesgo,1.2,0.8373530120481927,0.395,3.29,3
CLI0058,friccion_contacto_mean,friccion contacto prom.,friccion de contacto,mayor_valor_mayor_riesgo,1.1,0.1736947791164658,0.345,2.64,4
CLI0058,tasa_cumplimiento_mean,tasa cumplimiento prom.,bajo cumplimiento historico,mayor_valor_menor_riesgo,1.4,0.8342614457831325,0.265,2.58,5
CLI0058,moras_consecutivas_mean,moras consecutivas prom.,moras consecutivas,mayor_valor_mayor_riesgo,1.3,0.0,0.255,2.3,6
CLI0058,mora_promedio_hist_mean,mora promedio hist prom.,mora historica,mayor_valor_mayor_riesgo,1.4,1.829879518072289,0.155,1.51,7
CLI0058,mora_ultimo_tramo_mean,mora ultimo tramo prom.,mora reciente,mayor_valor_mayor_riesgo,1.4,1.3734939759036144,0.145,1.41,8
CLI0058,num_no_contesta_cons_mean,num no contesta cons prom.,no contestacion,mayor_valor_mayor_riesgo,0.9,0.2289156626506024,0.2125,1.33,9
CLI0058,dias_mora_observable_mean,dias mora observable prom.,dias de mora observables,mayor_valor_mayor_riesgo,1.3,2.0240963855421685,0.12,1.08,10
CLI0058,esta_vencida_al_corte_mean,esta vencida al corte prom.,facturas vencidas al corte,mayor_valor_mayor_riesgo,0.8,0.216867469879518,0.185,1.03,11
CLI0058,dias_hasta_vence_pos_mean,dias hasta vence pos prom.,poco margen preventivo antes de vencer,mayor_valor_menor_riesgo,0.6,36.74698795180723,0.18,0.75,12
CLI0058,tiene_disputa_activa_mean,tiene disputa activa prom.,disputas activas,mayor_valor_mayor_riesgo,0.8,0.0,0.06,0.33,13
CLI0059,moras_consecutivas_mean,moras consecutivas prom.,moras consecutivas,mayor_valor_mayor_riesgo,1.3,0.0425531914893617,0.665,6.0,1
CLI0059,ratio_promesas_rotas_mean,ratio promesas rotas prom.,promesas rotas,mayor_valor_mayor_riesgo,1.2,0.1808510638297872,0.425,3.54,2
CLI0059,tasa_cumpl_promesas_mean,tasa cumpl promesas prom.,bajo cumplimiento de promesas,mayor_valor_menor_riesgo,1.2,0.8191489361702128,0.415,3.46,3
CLI0059,mora_promedio_hist_mean,mora promedio hist prom.,mora historica,mayor_valor_mayor_riesgo,1.4,4.247446808510638,0.27,2.62,4
CLI0059,tasa_contacto_cliente_mean,tasa contacto cliente prom.,baja contactabilidad,mayor_valor_menor_riesgo,1.0,0.5982340425531915,0.35,2.43,5
CLI0059,friccion_contacto_mean,friccion contacto prom.,friccion de contacto,mayor_valor_mayor_riesgo,1.1,0.1666666666666666,0.3025,2.31,6
CLI0059,mora_ultimo_tramo_mean,mora ultimo tramo prom.,mora reciente,mayor_valor_mayor_riesgo,1.4,1.6459574468085103,0.175,1.7,7
CLI0059,tasa_cumplimiento_mean,tasa cumplimiento prom.,bajo cumplimiento historico,mayor_valor_menor_riesgo,1.4,0.9005531914893617,0.17,1.65,8
CLI0059,dias_mora_observable_mean,dias mora observable prom.,dias de mora observables,mayor_valor_mayor_riesgo,1.3,2.5319148936170213,0.155,1.4,9
CLI0059,num_no_contesta_cons_mean,num no contesta cons prom.,no contestacion,mayor_valor_mayor_riesgo,0.9,0.2127659574468085,0.195,1.22,10
CLI0059,esta_vencida_al_corte_mean,esta vencida al corte prom.,facturas vencidas al corte,mayor_valor_mayor_riesgo,0.8,0.2127659574468085,0.17,0.94,11
CLI0059,dias_hasta_vence_pos_mean,dias hasta vence pos prom.,poco margen preventivo antes de vencer,mayor_valor_menor_riesgo,0.6,35.08510638297872,0.2,0.83,12
CLI0059,tiene_disputa_activa_mean,tiene disputa activa prom.,disputas activas,mayor_valor_mayor_riesgo,0.8,0.0212765957446808,0.145,0.81,13
CLI0060,mora_promedio_hist_mean,mora promedio hist prom.,mora historica,mayor_valor_mayor_riesgo,1.4,26.99392857142857,0.73,7.1,1
CLI0060,tasa_cumplimiento_mean,tasa cumplimiento prom.,bajo cumplimiento historico,mayor_valor_menor_riesgo,1.4,0.3680728571428571,0.68,6.61,2
CLI0060,dias_mora_observable_mean,dias mora observable prom.,dias de mora observables,mayor_valor_mayor_riesgo,1.3,20.357142857142858,0.69,6.23,3
CLI0060,mora_ultimo_tramo_mean,mora ultimo tramo prom.,mora reciente,mayor_valor_mayor_riesgo,1.4,18.392214285714285,0.62,6.03,4
CLI0060,tiene_disputa_activa_mean,tiene disputa activa prom.,disputas activas,mayor_valor_mayor_riesgo,0.8,0.15,0.885,4.92,5
CLI0060,esta_vencida_al_corte_mean,esta vencida al corte prom.,facturas vencidas al corte,mayor_valor_mayor_riesgo,0.8,0.65,0.6625,3.68,6
CLI0060,num_no_contesta_cons_mean,num no contesta cons prom.,no contestacion,mayor_valor_mayor_riesgo,0.9,0.4285714285714285,0.55,3.44,7
CLI0060,ratio_promesas_rotas_mean,ratio promesas rotas prom.,promesas rotas,mayor_valor_mayor_riesgo,1.2,0.1315093537414966,0.38,3.17,8
CLI0060,tasa_cumpl_promesas_mean,tasa cumpl promesas prom.,bajo cumplimiento de promesas,mayor_valor_menor_riesgo,1.2,0.859435,0.375,3.12,9
CLI0060,dias_hasta_vence_pos_mean,dias hasta vence pos prom.,poco margen preventivo antes de vencer,mayor_valor_menor_riesgo,0.6,14.67142857142857,0.73,3.04,10
CLI0060,friccion_contacto_mean,friccion contacto prom.,friccion de contacto,mayor_valor_mayor_riesgo,1.1,0.1792857142857143,0.36,2.75,11
CLI0060,tasa_contacto_cliente_mean,tasa contacto cliente prom.,baja contactabilidad,mayor_valor_menor_riesgo,1.0,0.5893228571428571,0.375,2.6,12
CLI0060,moras_consecutivas_mean,moras consecutivas prom.,moras consecutivas,mayor_valor_mayor_riesgo,1.3,0.0,0.255,2.3,13
CLI0061,mora_ultimo_tramo_mean,mora ultimo tramo prom.,mora reciente,mayor_valor_mayor_riesgo,1.4,14.004418604651162,0.565,5.49,1
CLI0061,mora_promedio_hist_mean,mora promedio hist prom.,mora historica,mayor_valor_mayor_riesgo,1.4,14.355116279069769,0.535,5.2,2
CLI0061,tasa_cumplimiento_mean,tasa cumplimiento prom.,bajo cumplimiento historico,mayor_valor_menor_riesgo,1.4,0.6408709302325581,0.43,4.18,3
CLI0061,num_no_contesta_cons_mean,num no contesta cons prom.,no contestacion,mayor_valor_mayor_riesgo,0.9,0.4883720930232558,0.635,3.97,4
CLI0061,dias_mora_observable_mean,dias mora observable prom.,dias de mora observables,mayor_valor_mayor_riesgo,1.3,12.418604651162791,0.435,3.93,5
CLI0061,friccion_contacto_mean,friccion contacto prom.,friccion de contacto,mayor_valor_mayor_riesgo,1.1,0.2007751937984496,0.505,3.86,6
CLI0061,tasa_contacto_cliente_mean,tasa contacto cliente prom.,baja contactabilidad,mayor_valor_menor_riesgo,1.0,0.5311755813953488,0.55,3.82,7
CLI0061,ratio_promesas_rotas_mean,ratio promesas rotas prom.,promesas rotas,mayor_valor_mayor_riesgo,1.2,0.1634022953790395,0.42,3.5,8
CLI0061,tasa_cumpl_promesas_mean,tasa cumpl promesas prom.,bajo cumplimiento de promesas,mayor_valor_menor_riesgo,1.2,0.8257627906976744,0.41,3.42,9
CLI0061,esta_vencida_al_corte_mean,esta vencida al corte prom.,facturas vencidas al corte,mayor_valor_mayor_riesgo,0.8,0.5581395348837209,0.505,2.81,10
CLI0061,moras_consecutivas_mean,moras consecutivas prom.,moras consecutivas,mayor_valor_mayor_riesgo,1.3,0.0,0.255,2.3,11
CLI0061,tiene_disputa_activa_mean,tiene disputa activa prom.,disputas activas,mayor_valor_mayor_riesgo,0.8,0.0581395348837209,0.36,2.0,12
CLI0061,dias_hasta_vence_pos_mean,dias hasta vence pos prom.,poco margen preventivo antes de vencer,mayor_valor_menor_riesgo,0.6,22.88372093023256,0.455,1.9,13
CLI0062,ratio_promesas_rotas_mean,ratio promesas rotas prom.,promesas rotas,mayor_valor_mayor_riesgo,1.2,0.6300780199085284,0.88,7.33,1
CLI0062,tasa_cumpl_promesas_mean,tasa cumpl promesas prom.,bajo cumplimiento de promesas,mayor_valor_menor_riesgo,1.2,0.3535762711864407,0.845,7.04,2
CLI0062,dias_mora_observable_mean,dias mora observable prom.,dias de mora observables,mayor_valor_mayor_riesgo,1.3,15.38135593220339,0.52,4.69,3
CLI0062,mora_promedio_hist_mean,mora promedio hist prom.,mora historica,mayor_valor_mayor_riesgo,1.4,12.133728813559324,0.46,4.47,4
CLI0062,tasa_cumplimiento_mean,tasa cumplimiento prom.,bajo cumplimiento historico,mayor_valor_menor_riesgo,1.4,0.6667983050847457,0.41,3.99,5
CLI0062,tasa_contacto_cliente_mean,tasa contacto cliente prom.,baja contactabilidad,mayor_valor_menor_riesgo,1.0,0.5410991525423728,0.51,3.54,6
CLI0062,mora_ultimo_tramo_mean,mora ultimo tramo prom.,mora reciente,mayor_valor_mayor_riesgo,1.4,5.203220338983051,0.32,3.11,7
CLI0062,friccion_contacto_mean,friccion contacto prom.,friccion de contacto,mayor_valor_mayor_riesgo,1.1,0.1817561205273069,0.37,2.83,8
CLI0062,tiene_disputa_activa_mean,tiene disputa activa prom.,disputas activas,mayor_valor_mayor_riesgo,0.8,0.0762711864406779,0.475,2.64,9
CLI0062,esta_vencida_al_corte_mean,esta vencida al corte prom.,facturas vencidas al corte,mayor_valor_mayor_riesgo,0.8,0.5338983050847458,0.47,2.61,10
CLI0062,num_no_contesta_cons_mean,num no contesta cons prom.,no contestacion,mayor_valor_mayor_riesgo,0.9,0.3644067796610169,0.405,2.53,11
CLI0062,moras_consecutivas_mean,moras consecutivas prom.,moras consecutivas,mayor_valor_mayor_riesgo,1.3,0.0,0.255,2.3,12
CLI0062,dias_hasta_vence_pos_mean,dias hasta vence pos prom.,poco margen preventivo antes de vencer,mayor_valor_menor_riesgo,0.6,24.8135593220339,0.405,1.69,13
CLI0063,mora_promedio_hist_mean,mora promedio hist prom.,mora historica,mayor_valor_mayor_riesgo,1.4,40.772,0.925,8.99,1
CLI0063,mora_ultimo_tramo_mean,mora ultimo tramo prom.,mora reciente,mayor_valor_mayor_riesgo,1.4,33.24578947368421,0.875,8.51,2
CLI0063,dias_mora_observable_mean,dias mora observable prom.,dias de mora observables,mayor_valor_mayor_riesgo,1.3,25.83157894736842,0.86,7.76,3
CLI0063,moras_consecutivas_mean,moras consecutivas prom.,moras consecutivas,mayor_valor_mayor_riesgo,1.3,0.1263157894736842,0.79,7.13,4
CLI0063,tasa_cumplimiento_mean,tasa cumplimiento prom.,bajo cumplimiento historico,mayor_valor_menor_riesgo,1.4,0.3158715789473684,0.71,6.9,5
CLI0063,friccion_contacto_mean,friccion contacto prom.,friccion de contacto,mayor_valor_mayor_riesgo,1.1,0.2455513784461153,0.71,5.42,6
CLI0063,tiene_disputa_activa_mean,tiene disputa activa prom.,disputas activas,mayor_valor_mayor_riesgo,0.8,0.1789473684210526,0.955,5.31,7
CLI0063,num_no_contesta_cons_mean,num no contesta cons prom.,no contestacion,mayor_valor_mayor_riesgo,0.9,0.6736842105263158,0.835,5.22,8
CLI0063,tasa_contacto_cliente_mean,tasa contacto cliente prom.,baja contactabilidad,mayor_valor_menor_riesgo,1.0,0.4786326315789473,0.745,5.17,9
CLI0063,esta_vencida_al_corte_mean,esta vencida al corte prom.,facturas vencidas al corte,mayor_valor_mayor_riesgo,0.8,0.7157894736842105,0.835,4.64,10
CLI0063,dias_hasta_vence_pos_mean,dias hasta vence pos prom.,poco margen preventivo antes de vencer,mayor_valor_menor_riesgo,0.6,12.126315789473685,0.895,3.73,11
CLI0063,tasa_cumpl_promesas_mean,tasa cumpl promesas prom.,bajo cumplimiento de promesas,mayor_valor_menor_riesgo,1.2,0.8339157894736842,0.4,3.33,12
CLI0063,ratio_promesas_rotas_mean,ratio promesas rotas prom.,promesas rotas,mayor_valor_mayor_riesgo,1.2,0.1350877192982456,0.39,3.25,13
CLI0064,moras_consecutivas_mean,moras consecutivas prom.,moras consecutivas,mayor_valor_mayor_riesgo,1.3,0.0897435897435897,0.755,6.82,1
CLI0064,dias_mora_observable_mean,dias mora observable prom.,dias de mora observables,mayor_valor_mayor_riesgo,1.3,17.012820512820515,0.6,5.42,2
CLI0064,mora_ultimo_tramo_mean,mora ultimo tramo prom.,mora reciente,mayor_valor_mayor_riesgo,1.4,10.208589743589744,0.49,4.76,3
CLI0064,tiene_disputa_activa_mean,tiene disputa activa prom.,disputas activas,mayor_valor_mayor_riesgo,0.8,0.1282051282051282,0.7775,4.32,4
CLI0064,tasa_cumpl_promesas_mean,tasa cumpl promesas prom.,bajo cumplimiento de promesas,mayor_valor_menor_riesgo,1.2,0.7346153846153846,0.51,4.25,5
CLI0064,ratio_promesas_rotas_mean,ratio promesas rotas prom.,promesas rotas,mayor_valor_mayor_riesgo,1.2,0.2358974358974359,0.5,4.17,6
CLI0064,mora_promedio_hist_mean,mora promedio hist prom.,mora historica,mayor_valor_mayor_riesgo,1.4,8.254871794871795,0.34,3.31,7
CLI0064,tasa_cumplimiento_mean,tasa cumplimiento prom.,bajo cumplimiento historico,mayor_valor_menor_riesgo,1.4,0.766148717948718,0.33,3.21,8
CLI0064,esta_vencida_al_corte_mean,esta vencida al corte prom.,facturas vencidas al corte,mayor_valor_mayor_riesgo,0.8,0.5512820512820513,0.4925,2.74,9
CLI0064,dias_hasta_vence_pos_mean,dias hasta vence pos prom.,poco margen preventivo antes de vencer,mayor_valor_menor_riesgo,0.6,21.28205128205128,0.49,2.04,10
CLI0064,num_no_contesta_cons_mean,num no contesta cons prom.,no contestacion,mayor_valor_mayor_riesgo,0.9,0.2564102564102564,0.25,1.56,11
CLI0064,friccion_contacto_mean,friccion contacto prom.,friccion de contacto,mayor_valor_mayor_riesgo,1.1,0.1301282051282051,0.155,1.18,12
CLI0064,tasa_contacto_cliente_mean,tasa contacto cliente prom.,baja contactabilidad,mayor_valor_menor_riesgo,1.0,0.800675641025641,0.035,0.24,13
CLI0065,ratio_promesas_rotas_mean,ratio promesas rotas prom.,promesas rotas,mayor_valor_mayor_riesgo,1.2,0.8969072164948454,0.995,8.29,1
CLI0065,tasa_cumpl_promesas_mean,tasa cumpl promesas prom.,bajo cumplimiento de promesas,mayor_valor_menor_riesgo,1.2,0.1030927835051546,0.99,8.25,2
CLI0065,friccion_contacto_mean,friccion contacto prom.,friccion de contacto,mayor_valor_mayor_riesgo,1.1,0.2539518900343642,0.74,5.65,3
CLI0065,dias_mora_observable_mean,dias mora observable prom.,dias de mora observables,mayor_valor_mayor_riesgo,1.3,16.90721649484536,0.59,5.33,4
CLI0065,moras_consecutivas_mean,moras consecutivas prom.,moras consecutivas,mayor_valor_mayor_riesgo,1.3,0.0206185567010309,0.58,5.24,5
CLI0065,tasa_contacto_cliente_mean,tasa contacto cliente prom.,baja contactabilidad,mayor_valor_menor_riesgo,1.0,0.5086443298969072,0.65,4.51,6
CLI0065,tasa_cumplimiento_mean,tasa cumplimiento prom.,bajo cumplimiento historico,mayor_valor_menor_riesgo,1.4,0.637578350515464,0.435,4.23,7
CLI0065,num_no_contesta_cons_mean,num no contesta cons prom.,no contestacion,mayor_valor_mayor_riesgo,0.9,0.5051546391752577,0.655,4.09,8
CLI0065,mora_promedio_hist_mean,mora promedio hist prom.,mora historica,mayor_valor_mayor_riesgo,1.4,10.269278350515464,0.415,4.03,9
CLI0065,mora_ultimo_tramo_mean,mora ultimo tramo prom.,mora reciente,mayor_valor_mayor_riesgo,1.4,4.278556701030928,0.29,2.82,10
CLI0065,esta_vencida_al_corte_mean,esta vencida al corte prom.,facturas vencidas al corte,mayor_valor_mayor_riesgo,0.8,0.5360824742268041,0.475,2.64,11
CLI0065,tiene_disputa_activa_mean,tiene disputa activa prom.,disputas activas,mayor_valor_mayor_riesgo,0.8,0.0721649484536082,0.45,2.5,12
CLI0065,dias_hasta_vence_pos_mean,dias hasta vence pos prom.,poco margen preventivo antes de vencer,mayor_valor_menor_riesgo,0.6,18.103092783505154,0.575,2.4,13
CLI0066,ratio_promesas_rotas_mean,ratio promesas rotas prom.,promesas rotas,mayor_valor_mayor_riesgo,1.2,0.4555141287284144,0.74,6.17,1
CLI0066,tasa_cumpl_promesas_mean,tasa cumpl promesas prom.,bajo cumplimiento de promesas,mayor_valor_menor_riesgo,1.2,0.5221597402597402,0.725,6.04,2
CLI0066,tasa_cumplimiento_mean,tasa cumplimiento prom.,bajo cumplimiento historico,mayor_valor_menor_riesgo,1.4,0.5216181818181819,0.55,5.35,3
CLI0066,mora_promedio_hist_mean,mora promedio hist prom.,mora historica,mayor_valor_mayor_riesgo,1.4,12.43064935064935,0.48,4.67,4
CLI0066,dias_mora_observable_mean,dias mora observable prom.,dias de mora observables,mayor_valor_mayor_riesgo,1.3,14.876623376623376,0.515,4.65,5
CLI0066,friccion_contacto_mean,friccion contacto prom.,friccion de contacto,mayor_valor_mayor_riesgo,1.1,0.2233766233766233,0.605,4.62,6
CLI0066,moras_consecutivas_mean,moras consecutivas prom.,moras consecutivas,mayor_valor_mayor_riesgo,1.3,0.0064935064935064,0.51,4.6,7
CLI0066,num_no_contesta_cons_mean,num no contesta cons prom.,no contestacion,mayor_valor_mayor_riesgo,0.9,0.4545454545454545,0.575,3.59,8
CLI0066,mora_ultimo_tramo_mean,mora ultimo tramo prom.,mora reciente,mayor_valor_mayor_riesgo,1.4,5.939675324675325,0.35,3.4,9
CLI0066,esta_vencida_al_corte_mean,esta vencida al corte prom.,facturas vencidas al corte,mayor_valor_mayor_riesgo,0.8,0.5974025974025974,0.585,3.25,10
CLI0066,dias_hasta_vence_pos_mean,dias hasta vence pos prom.,poco margen preventivo antes de vencer,mayor_valor_menor_riesgo,0.6,18.09090909090909,0.58,2.42,11
CLI0066,tasa_contacto_cliente_mean,tasa contacto cliente prom.,baja contactabilidad,mayor_valor_menor_riesgo,1.0,0.6006116883116883,0.33,2.29,12
CLI0066,tiene_disputa_activa_mean,tiene disputa activa prom.,disputas activas,mayor_valor_mayor_riesgo,0.8,0.0389610389610389,0.24,1.33,13
CLI0067,moras_consecutivas_mean,moras consecutivas prom.,moras consecutivas,mayor_valor_mayor_riesgo,1.3,0.0714285714285714,0.745,6.73,1
CLI0067,tasa_cumplimiento_mean,tasa cumplimiento prom.,bajo cumplimiento historico,mayor_valor_menor_riesgo,1.4,0.9041964285714286,0.165,1.6,2
CLI0067,tiene_disputa_activa_mean,tiene disputa activa prom.,disputas activas,mayor_valor_mayor_riesgo,0.8,0.0357142857142857,0.2225,1.24,3
CLI0067,ratio_promesas_rotas_mean,ratio promesas rotas prom.,promesas rotas,mayor_valor_mayor_riesgo,1.2,0.0,0.1425,1.19,4
CLI0067,tasa_cumpl_promesas_mean,tasa cumpl promesas prom.,bajo cumplimiento de promesas,mayor_valor_menor_riesgo,1.2,1.0,0.1375,1.15,5
CLI0067,mora_ultimo_tramo_mean,mora ultimo tramo prom.,mora reciente,mayor_valor_mayor_riesgo,1.4,0.6674999999999999,0.1,0.97,6
CLI0067,mora_promedio_hist_mean,mora promedio hist prom.,mora historica,mayor_valor_mayor_riesgo,1.4,0.7664285714285715,0.095,0.92,7
CLI0067,friccion_contacto_mean,friccion contacto prom.,friccion de contacto,mayor_valor_mayor_riesgo,1.1,0.1071428571428571,0.09,0.69,8
CLI0067,dias_hasta_vence_pos_mean,dias hasta vence pos prom.,poco margen preventivo antes de vencer,mayor_valor_menor_riesgo,0.6,37.32142857142857,0.165,0.69,9
CLI0067,dias_mora_observable_mean,dias mora observable prom.,dias de mora observables,mayor_valor_mayor_riesgo,1.3,0.5714285714285714,0.06,0.54,10
