promesa_id,gestion_id,factura_id,cliente_id,fecha_promesa,fecha_compromiso,se_cumplio
PRO000357,GES003035,FAC001275,CLI0061,2023-08-30,2023-09-13,0
PRO000358,GES003038,FAC001277,CLI0083,2023-07-08,2023-07-31,1
PRO000359,GES003039,FAC001278,CLI0009,2023-08-27,2023-10-04,1
PRO000360,GES003044,FAC001278,CLI0009,2023-09-24,2023-09-26,0
PRO000361,GES003050,FAC001279,CLI0012,2023-09-25,2023-10-02,0
PRO000362,GES003053,FAC001280,CLI0036,2023-10-15,2023-12-07,1
PRO000363,GES003062,FAC001283,CLI0002,2023-08-31,2023-11-23,0
PRO000364,GES003064,FAC001283,CLI0002,2023-10-11,2023-11-02,0
PRO000365,GES003066,FAC001284,CLI0015,2023-06-30,2023-08-29,1
PRO000366,GES003088,FAC001305,CLI0142,2023-10-05,2023-10-08,1
PRO000367,GES003093,FAC001309,CLI0066,2023-10-07,2023-10-20,0
PRO000368,GES003097,FAC001312,CLI0116,2023-08-22,2023-08-28,1
PRO000369,GES003110,FAC001321,CLI0160,2023-10-13,2023-11-12,0
PRO000370,GES003127,FAC001327,CLI0053,2023-08-17,2023-09-02,0
PRO000371,GES003129,FAC001327,CLI0053,2023-08-23,2023-09-11,0
PRO000372,GES003132,FAC001327,CLI0053,2023-09-18,2023-10-06,0
PRO000373,GES003136,FAC001331,CLI0143,2023-07-16,2023-08-06,0
PRO000374,GES003137,FAC001332,CLI0195,2023-08-02,2023-09-03,1
PRO000375,GES003141,FAC001333,CLI0070,2023-08-02,2023-11-13,0
PRO000376,GES003142,FAC001333,CLI0070,2023-08-30,2023-10-08,0
PRO000377,GES003147,FAC001334,CLI0074,2023-09-09,2023-09-10,0
PRO000378,GES003151,FAC001335,CLI0094,2023-08-08,2023-08-15,0
PRO000379,GES003172,FAC001350,CLI0141,2023-07-17,2023-09-06,0
PRO000380,GES003175,FAC001350,CLI0141,2023-08-22,2023-09-01,0
PRO000381,GES003181,FAC001354,CLI0044,2023-09-30,2023-10-01,1
PRO000382,GES003182,FAC001355,CLI0108,2023-07-15,2023-08-06,0
PRO000383,GES003187,FAC001358,CLI0157,2023-07-11,2023-10-24,1
PRO000384,GES003194,FAC001359,CLI0160,2023-07-22,2023-09-20,1
PRO000385,GES003196,FAC001359,CLI0160,2023-08-27,2023-09-18,1
PRO000386,GES003232,FAC001378,CLI0162,2023-09-02,2023-09-12,1
PRO000387,GES003234,FAC001379,CLI0171,2023-08-25,2023-09-17,1
PRO000388,GES003242,FAC001381,CLI0044,2023-07-25,2023-10-08,0
PRO000389,GES003246,FAC001381,CLI0044,2023-11-08,2023-11-25,1
PRO000390,GES003248,FAC001383,CLI0114,2023-07-16,2023-08-22,0
PRO000391,GES003249,FAC001383,CLI0114,2023-09-09,2023-09-13,0
PRO000392,GES003260,FAC001386,CLI0160,2023-10-14,2023-10-23,0
PRO000393,GES003267,FAC001388,CLI0081,2023-08-21,2023-09-30,1
PRO000394,GES003269,FAC001388,CLI0081,2023-09-07,2023-09-19,0
PRO000395,GES003271,FAC001388,CLI0081,2023-09-24,2023-09-25,1
PRO000396,GES003296,FAC001402,CLI0076,2023-09-01,2023-09-20,0
PRO000397,GES003305,FAC001403,CLI0081,2023-08-19,2023-08-31,0
PRO000398,GES003320,FAC001408,CLI0037,2023-09-01,2023-11-04,1
PRO000399,GES003324,FAC001408,CLI0037,2023-10-24,2023-11-04,1
PRO000400,GES003325,FAC001409,CLI0070,2023-09-17,2023-09-19,0
PRO000401,GES003338,FAC001413,CLI0122,2023-11-29,2023-12-03,0
PRO000402,GES003346,FAC001418,CLI0074,2023-08-10,2023-09-15,1
PRO000403,GES003349,FAC001419,CLI0079,2023-08-06,2023-09-03,1
PRO000404,GES003352,FAC001421,CLI0108,2023-07-26,2023-10-17,1
PRO000405,GES003355,FAC001425,CLI0037,2023-08-29,2023-10-11,1
PRO000406,GES003385,FAC001432,CLI0175,2023-09-14,2023-09-16,0
PRO000407,GES003388,FAC001434,CLI0200,2023-09-21,2023-10-03,0
PRO000408,GES003400,FAC001440,CLI0095,2023-10-09,2023-10-30,0
PRO000409,GES003403,FAC001441,CLI0099,2023-08-24,2023-09-05,1
PRO000410,GES003439,FAC001449,CLI0085,2023-08-06,2023-09-09,1
PRO000411,GES003448,FAC001451,CLI0105,2023-10-16,2023-12-21,0
PRO000412,GES003469,FAC001465,CLI0087,2023-08-21,2023-08-28,0
PRO000413,GES003471,FAC001467,CLI0155,2023-08-05,2023-09-16,0
PRO000414,GES003483,FAC001471,CLI0019,2023-10-21,2023-11-06,1
PRO000415,GES003503,FAC001484,CLI0182,2023-08-11,2023-09-21,1
PRO000416,GES003509,FAC001489,CLI0148,2023-09-26,2023-10-18,1
PRO000417,GES003511,FAC001489,CLI0148,2023-10-12,2023-10-18,1
PRO000418,GES003519,FAC001492,CLI0068,2023-10-31,2023-11-17,0
PRO000419,GES003534,FAC001495,CLI0140,2023-11-13,2023-12-13,0
PRO000420,GES003540,FAC001497,CLI0155,2023-10-25,2023-11-05,0
PRO000421,GES003587,FAC001510,CLI0048,2023-10-05,2023-10-21,1
PRO000422,GES003590,FAC001513,CLI0127,2023-08-15,2023-12-25,1
PRO000423,GES003594,FAC001513,CLI0127,2023-12-03,2023-12-14,0
PRO000424,GES003603,FAC001517,CLI0186,2023-09-30,2023-10-01,0
PRO000425,GES003615,FAC001520,CLI0095,2023-11-25,2023-12-22,0
PRO000426,GES003631,FAC001525,CLI0136,2023-09-18,2023-10-24,1
PRO000427,GES003633,FAC001525,CLI0136,2023-09-28,2023-10-26,1
PRO000428,GES003653,FAC001533,CLI0130,2023-10-27,2023-10-28,1
PRO000429,GES003657,FAC001534,CLI0186,2023-11-18,2023-12-11,0
PRO000430,GES003665,FAC001537,CLI0092,2023-11-02,2024-01-07,1
PRO000431,GES003673,FAC001540,CLI0176,2023-10-08,2023-10-21,1
PRO000432,GES003696,FAC001546,CLI0046,2023-12-10,2023-12-15,0
PRO000433,GES003699,FAC001546,CLI0046,2024-01-02,2024-01-22,1
PRO000434,GES003713,FAC001551,CLI0177,2023-09-26,2023-10-17,1
PRO000435,GES003723,FAC001557,CLI0152,2023-11-03,2023-12-09,1
PRO000436,GES003727,FAC001557,CLI0152,2023-12-04,2023-12-07,1
PRO000437,GES003738,FAC001563,CLI0168,2023-10-04,2023-10-09,1
PRO000438,GES003744,FAC001565,CLI0060,2023-10-07,2023-10-29,0
PRO000439,GES003753,FAC001569,CLI0034,2023-11-19,2023-12-10,0
PRO000440,GES003754,FAC001569,CLI0034,2023-11-26,2023-12-06,0
PRO000441,GES003756,FAC001569,CLI0034,2023-12-14,2023-12-16,0
PRO000442,GES003777,FAC001577,CLI0130,2023-11-03,2023-12-30,1
PRO000443,GES003778,FAC001577,CLI0130,2023-11-23,2023-12-09,0
PRO000444,GES003786,FAC001581,CLI0002,2023-10-29,2024-02-01,1
PRO000445,GES003787,FAC001581,CLI0002,2023-12-03,2023-12-18,0
PRO000446,GES003800,FAC001584,CLI0045,2023-09-20,2023-11-03,1
PRO000447,GES003802,FAC001584,CLI0045,2023-10-23,2023-10-26,0
PRO000448,GES003803,FAC001585,CLI0080,2023-11-16,2023-12-07,1
PRO000449,GES003806,FAC001586,CLI0081,2023-09-12,2023-10-22,0
PRO000450,GES003809,FAC001586,CLI0081,2023-12-02,2023-12-18,0
PRO000451,GES003811,FAC001587,CLI0114,2023-09-22,2023-11-18,0
PRO000452,GES003816,FAC001588,CLI0116,2023-08-24,2023-10-11,1
PRO000453,GES003841,FAC001600,CLI0186,2023-08-11,2023-09-06,0
PRO000454,GES003843,FAC001600,CLI0186,2023-10-11,2023-10-13,0
PRO000455,GES003857,FAC001604,CLI0151,2023-12-02,2024-01-20,0
PRO000456,GES003861,FAC001604,CLI0151,2024-02-25,2024-02-26,1
PRO000457,GES003864,FAC001607,CLI0007,2023-10-21,2023-10-30,1
PRO000458,GES003871,FAC001612,CLI0135,2023-12-05,2023-12-24,1
PRO000459,GES003892,FAC001620,CLI0119,2023-10-05,2023-11-05,0
PRO000460,GES003908,FAC001631,CLI0143,2023-11-04,2023-11-15,1
PRO000461,GES003921,FAC001637,CLI0114,2023-10-11,2023-11-18,0
PRO000462,GES003927,FAC001638,CLI0126,2023-10-06,2023-10-12,0
PRO000463,GES003939,FAC001643,CLI0200,2023-08-28,2023-11-26,0
PRO000464,GES003942,FAC001643,CLI0200,2023-12-21,2023-12-25,0
PRO000465,GES003945,FAC001645,CLI0071,2023-08-24,2023-11-27,1
PRO000466,GES003949,FAC001645,CLI0071,2023-11-21,2023-11-22,0
PRO000467,GES003953,FAC001648,CLI0119,2023-12-24,2023-12-25,1
PRO000468,GES003957,FAC001651,CLI0130,2023-12-01,2024-01-28,1
PRO000469,GES003966,FAC001653,CLI0199,2023-10-16,2024-01-09,1
PRO000470,GES003974,FAC001654,CLI0019,2023-09-17,2023-09-30,1
PRO000471,GES003991,FAC001661,CLI0049,2023-11-21,2023-12-22,1
PRO000472,GES004003,FAC001665,CLI0136,2023-10-15,2023-11-22,1
PRO000473,GES004004,FAC001665,CLI0136,2023-11-15,2023-11-16,0
PRO000474,GES004005,FAC001665,CLI0136,2023-11-17,2023-11-18,1
PRO000475,GES004018,FAC001670,CLI0162,2023-11-07,2023-11-26,1
PRO000476,GES004025,FAC001671,CLI0010,2023-10-02,2024-01-04,1
PRO000477,GES004034,FAC001675,CLI0163,2023-11-27,2023-12-08,1
PRO000478,GES004040,FAC001677,CLI0013,2023-10-04,2023-11-16,0
PRO000479,GES004066,FAC001688,CLI0087,2023-11-26,2023-12-04,0
PRO000480,GES004084,FAC001692,CLI0196,2023-12-14,2023-12-15,1
PRO000481,GES004086,FAC001693,CLI0051,2023-12-11,2023-12-23,0
PRO000482,GES004090,FAC001696,CLI0160,2023-08-24,2023-10-22,0
PRO000483,GES004094,FAC001696,CLI0160,2024-01-20,2024-03-15,1
PRO000484,GES004099,FAC001698,CLI0170,2023-09-06,2023-10-18,0
PRO000485,GES004115,FAC001705,CLI0151,2023-11-08,2023-11-20,0
PRO000486,GES004130,FAC001709,CLI0108,2023-10-16,2023-10-21,0
PRO000487,GES004139,FAC001714,CLI0018,2023-12-13,2023-12-21,1
PRO000488,GES004141,FAC001715,CLI0019,2023-09-28,2023-09-29,0
PRO000489,GES004150,FAC001720,CLI0090,2023-10-27,2023-11-25,1
PRO000490,GES004151,FAC001720,CLI0090,2023-11-08,2023-11-09,0
PRO000491,GES004159,FAC001722,CLI0108,2023-10-16,2023-10-26,0
PRO000492,GES004172,FAC001727,CLI0002,2023-11-25,2023-12-28,0
PRO000493,GES004176,FAC001729,CLI0082,2023-10-07,2023-11-03,1
PRO000494,GES004192,FAC001740,CLI0131,2023-11-04,2023-12-26,1
PRO000495,GES004196,FAC001740,CLI0131,2023-12-17,2023-12-22,0
PRO000496,GES004215,FAC001747,CLI0168,2023-10-22,2023-12-08,1
PRO000497,GES004219,FAC001747,CLI0168,2023-11-25,2023-11-30,0
PRO000498,GES004228,FAC001749,CLI0010,2024-01-04,2024-01-05,0
PRO000499,GES004230,FAC001751,CLI0067,2023-09-06,2023-10-19,1
PRO000500,GES004249,FAC001759,CLI0006,2023-11-04,2023-11-24,1
PRO000501,GES004250,FAC001759,CLI0006,2023-11-18,2023-11-23,1
PRO000502,GES004253,FAC001760,CLI0036,2023-12-02,2023-12-03,1
PRO000503,GES004266,FAC001763,CLI0163,2023-12-06,2024-01-14,1
PRO000504,GES004277,FAC001765,CLI0053,2023-10-25,2023-10-29,0
PRO000505,GES004280,FAC001766,CLI0095,2023-10-22,2023-12-29,1
PRO000506,GES004290,FAC001768,CLI0002,2023-10-29,2023-11-24,0
PRO000507,GES004303,FAC001769,CLI0003,2024-02-22,2024-03-01,0
PRO000508,GES004309,FAC001770,CLI0077,2024-01-18,2024-01-19,1
PRO000509,GES004348,FAC001790,CLI0165,2023-10-22,2023-10-28,1
PRO000510,GES004351,FAC001791,CLI0006,2023-12-10,2023-12-17,1
PRO000511,GES004369,FAC001796,CLI0158,2023-12-29,2023-12-30,0
PRO000512,GES004371,FAC001797,CLI0183,2023-10-12,2024-01-24,1
PRO000513,GES004379,FAC001797,CLI0183,2024-01-08,2024-01-09,0
PRO000514,GES004388,FAC001799,CLI0130,2023-11-19,2024-01-04,1
PRO000515,GES004397,FAC001801,CLI0136,2023-12-31,2024-01-01,0
PRO000516,GES004400,FAC001805,CLI0031,2023-12-14,2023-12-18,0
PRO000517,GES004409,FAC001808,CLI0086,2024-02-11,2024-03-03,1
PRO000518,GES004418,FAC001813,CLI0178,2023-10-25,2023-11-26,1
PRO000519,GES004431,FAC001816,CLI0193,2024-01-01,2024-01-02,0
PRO000520,GES004434,FAC001820,CLI0167,2023-11-04,2023-11-13,0
PRO000521,GES004436,FAC001823,CLI0026,2023-10-03,2023-10-16,0
PRO000522,GES004460,FAC001827,CLI0108,2023-10-13,2023-12-02,0
PRO000523,GES004462,FAC001827,CLI0108,2023-12-14,2023-12-15,1
PRO000524,GES004463,FAC001830,CLI0032,2023-10-18,2023-12-13,1
PRO000525,GES004468,FAC001834,CLI0142,2023-11-06,2023-12-04,1
PRO000526,GES004470,FAC001834,CLI0142,2023-11-26,2023-11-29,0
PRO000527,GES004471,FAC001836,CLI0157,2023-09-17,2023-11-08,1
PRO000528,GES004482,FAC001839,CLI0179,2023-12-27,2024-02-04,1
PRO000529,GES004487,FAC001839,CLI0179,2024-01-30,2024-01-31,0
PRO000530,GES004508,FAC001845,CLI0094,2023-10-20,2023-11-20,1
PRO000531,GES004515,FAC001849,CLI0171,2023-10-30,2023-12-22,0
PRO000532,GES004517,FAC001849,CLI0171,2023-12-02,2023-12-14,0
PRO000533,GES004543,FAC001854,CLI0042,2023-11-21,2023-11-22,0
PRO000534,GES004545,FAC001855,CLI0044,2023-09-24,2024-01-05,0
PRO000535,GES004549,FAC001855,CLI0044,2023-12-06,2023-12-27,0
PRO000536,GES004559,FAC001857,CLI0087,2023-12-02,2023-12-13,1
PRO000537,GES004562,FAC001858,CLI0138,2023-11-19,2024-02-02,0
PRO000538,GES004580,FAC001861,CLI0045,2023-12-19,2024-01-01,1
PRO000539,GES004599,FAC001867,CLI0064,2023-11-26,2024-03-07,1
PRO000540,GES004617,FAC001869,CLI0128,2024-01-16,2024-02-16,0
PRO000541,GES004624,FAC001871,CLI0160,2023-09-28,2023-10-14,0
PRO000542,GES004635,FAC001873,CLI0157,2023-12-11,2023-12-27,1
PRO000543,GES004639,FAC001874,CLI0162,2023-11-22,2024-01-05,1
PRO000544,GES004643,FAC001875,CLI0171,2023-09-30,2024-01-31,1
PRO000545,GES004648,FAC001876,CLI0054,2023-12-05,2023-12-06,0
PRO000546,GES004649,FAC001878,CLI0105,2023-09-25,2023-11-29,0
PRO000547,GES004660,FAC001885,CLI0105,2023-09-24,2023-11-23,0
PRO000548,GES004678,FAC001887,CLI0196,2023-12-05,2023-12-30,0
PRO000549,GES004703,FAC001900,CLI0186,2023-10-18,2023-11-17,0
PRO000550,GES004713,FAC001903,CLI0186,2023-11-13,2023-11-19,1
PRO000551,GES004720,FAC001906,CLI0081,2023-11-23,2023-12-15,1
PRO000552,GES004721,FAC001906,CLI0081,2023-12-03,2023-12-09,0
PRO000553,GES004729,FAC001912,CLI0051,2023-10-15,2023-12-11,0
PRO000554,GES004757,FAC001918,CLI0145,2023-12-25,2024-01-16,1
PRO000555,GES004771,FAC001921,CLI0019,2023-11-28,2023-11-30,0
PRO000556,GES004794,FAC001926,CLI0086,2023-12-17,2023-12-26,1
PRO000557,GES004796,FAC001926,CLI0086,2023-12-23,2023-12-24,1
PRO000558,GES004816,FAC001931,CLI0193,2023-12-04,2023-12-20,1
PRO000559,GES004819,FAC001932,CLI0055,2023-11-18,2023-11-24,0
PRO000560,GES004825,FAC001936,CLI0002,2023-10-27,2023-12-14,0
PRO000561,GES004831,FAC001937,CLI0036,2023-10-04,2023-10-09,0
PRO000562,GES004833,FAC001938,CLI0079,2023-11-08,2024-01-27,1
PRO000563,GES004877,FAC001954,CLI0191,2023-11-16,2024-01-08,1
PRO000564,GES004890,FAC001963,CLI0198,2024-01-02,2024-01-03,0
PRO000565,GES004896,FAC001968,CLI0119,2023-10-30,2024-01-20,0
PRO000566,GES004901,FAC001968,CLI0119,2024-01-20,2024-02-09,1
PRO000567,GES004917,FAC001973,CLI0026,2023-12-24,2023-12-25,0
PRO000568,GES004927,FAC001975,CLI0063,2023-12-16,2023-12-24,1
PRO000569,GES004932,FAC001977,CLI0105,2024-02-05,2024-02-23,0
PRO000570,GES004933,FAC001977,CLI0105,2024-02-06,2024-02-10,0
PRO000571,GES004934,FAC001977,CLI0105,2024-02-16,2024-02-26,0
PRO000572,GES004943,FAC001982,CLI0021,2023-11-15,2023-11-16,0
PRO000573,GES004948,FAC001989,CLI0126,2023-10-17,2023-12-04,1
PRO000574,GES004950,FAC001990,CLI0030,2023-11-06,2023-11-08,1
PRO000575,GES004954,FAC001991,CLI0051,2024-01-17,2024-01-23,0
PRO000576,GES004975,FAC001999,CLI0095,2024-02-25,2024-03-06,0
PRO000577,GES004980,FAC002000,CLI0045,2023-12-15,2023-12-21,1
PRO000578,GES004985,FAC002001,CLI0094,2023-12-20,2023-12-21,1
PRO000579,GES004987,FAC002003,CLI0108,2023-12-28,2024-01-05,0
PRO000580,GES004989,FAC002004,CLI0116,2023-11-09,2023-11-13,0
PRO000581,GES005003,FAC002009,CLI0013,2024-02-03,2024-03-30,0
PRO000582,GES005019,FAC002014,CLI0142,2023-10-27,2023-11-13,0
PRO000583,GES005022,FAC002016,CLI0171,2023-10-27,2024-03-25,1
PRO000584,GES005023,FAC002016,CLI0171,2023-12-18,2024-03-25,1
PRO000585,GES005032,FAC002017,CLI0193,2023-12-26,2024-01-30,0
PRO000586,GES005036,FAC002018,CLI0196,2023-12-11,2023-12-12,1
PRO000587,GES005041,FAC002020,CLI0018,2024-02-12,2024-03-07,1
PRO000588,GES005042,FAC002020,CLI0018,2024-02-19,2024-03-07,1
PRO000589,GES005063,FAC002029,CLI0195,2023-12-01,2023-12-12,1
PRO000590,GES005071,FAC002035,CLI0157,2023-10-28,2023-12-14,0
PRO000591,GES005079,FAC002038,CLI0085,2023-10-29,2023-12-02,1
PRO000592,GES005089,FAC002042,CLI0122,2023-12-08,2023-12-11,0
PRO000593,GES005097,FAC002044,CLI0162,2023-12-14,2024-01-17,1
PRO000594,GES005102,FAC002048,CLI0111,2024-01-18,2024-01-19,1
PRO000595,GES005111,FAC002049,CLI0116,2024-04-17,2024-04-21,0
PRO000596,GES005115,FAC002050,CLI0136,2024-03-03,2024-04-25,1
PRO000597,GES005118,FAC002051,CLI0139,2023-11-02,2023-11-16,0
PRO000598,GES005138,FAC002066,CLI0064,2023-12-17,2024-01-05,0
PRO000599,GES005165,FAC002076,CLI0165,2024-01-12,2024-01-24,1
PRO000600,GES005169,FAC002079,CLI0009,2023-11-03,2023-11-04,0
PRO000601,GES005188,FAC002084,CLI0163,2024-01-31,2024-02-01,1
PRO000602,GES005201,FAC002088,CLI0101,2023-11-17,2023-12-04,1
PRO000603,GES005207,FAC002091,CLI0126,2024-03-06,2024-04-11,1
PRO000604,GES005218,FAC002096,CLI0028,2023-12-05,2023-12-06,1
PRO000605,GES005230,FAC002101,CLI0117,2023-11-13,2023-12-07,0
PRO000606,GES005243,FAC002105,CLI0187,2023-12-20,2023-12-21,0
PRO000607,GES005261,FAC002114,CLI0047,2023-12-19,2024-01-21,0
PRO000608,GES005270,FAC002116,CLI0064,2023-11-28,2023-12-04,0
PRO000609,GES005277,FAC002120,CLI0183,2024-01-15,2024-01-22,0
PRO000610,GES005281,FAC002121,CLI0196,2024-03-01,2024-03-06,0
PRO000611,GES005286,FAC002124,CLI0179,2024-02-07,2024-02-15,0
PRO000612,GES005305,FAC002131,CLI0126,2024-01-23,2024-01-24,0
PRO000613,GES005309,FAC002132,CLI0186,2024-02-25,2024-02-26,1
PRO000614,GES005311,FAC002133,CLI0008,2024-01-05,2024-01-06,1
PRO000615,GES005313,FAC002134,CLI0055,2024-01-06,2024-02-02,1
PRO000616,GES005331,FAC002144,CLI0044,2023-11-15,2023-12-02,0
PRO000617,GES005336,FAC002145,CLI0074,2024-03-05,2024-04-16,0
PRO000618,GES005341,FAC002145,CLI0074,2024-04-21,2024-05-11,0
PRO000619,GES005351,FAC002147,CLI0115,2024-01-24,2024-02-17,1
PRO000620,GES005355,FAC002149,CLI0126,2023-11-11,2023-11-24,1
PRO000621,GES005367,FAC002153,CLI0195,2024-01-09,2024-01-27,1
PRO000622,GES005381,FAC002159,CLI0088,2023-11-22,2023-12-17,0
PRO000623,GES005383,FAC002159,CLI0088,2024-01-04,2024-01-05,1
PRO000624,GES005388,FAC002160,CLI0094,2024-04-05,2024-05-04,1
PRO000625,GES005392,FAC002162,CLI0136,2023-12-11,2023-12-12,1
PRO000626,GES005395,FAC002166,CLI0070,2023-12-09,2023-12-10,0
PRO000627,GES005403,FAC002169,CLI0157,2023-12-27,2024-01-15,0
PRO000628,GES005418,FAC002176,CLI0104,2024-01-10,2024-01-11,1
PRO000629,GES005422,FAC002179,CLI0171,2023-11-08,2024-01-06,0
PRO000630,GES005424,FAC002179,CLI0171,2023-12-16,2023-12-25,0
PRO000631,GES005438,FAC002182,CLI0199,2023-11-10,2024-01-20,1
PRO000632,GES005449,FAC002184,CLI0126,2024-01-21,2024-03-19,1
PRO000633,GES005452,FAC002184,CLI0126,2024-02-09,2024-03-17,1
PRO000634,GES005460,FAC002185,CLI0181,2024-02-16,2024-02-20,0
PRO000635,GES005464,FAC002189,CLI0024,2024-01-10,2024-01-11,1
PRO000636,GES005465,FAC002190,CLI0037,2024-02-06,2024-04-12,1
PRO000637,GES005469,FAC002190,CLI0037,2024-03-17,2024-04-12,1
PRO000638,GES005478,FAC002197,CLI0142,2023-12-18,2024-01-14,1
PRO000639,GES005480,FAC002198,CLI0158,2023-12-16,2024-01-09,1
PRO000640,GES005483,FAC002199,CLI0197,2024-01-11,2024-01-29,0
PRO000641,GES005493,FAC002201,CLI0002,2024-02-11,2024-03-17,1
PRO000642,GES005498,FAC002203,CLI0142,2023-12-20,2023-12-23,0
PRO000643,GES005501,FAC002205,CLI0018,2024-02-02,2024-02-28,1
PRO000644,GES005506,FAC002206,CLI0037,2024-03-10,2024-03-21,1
PRO000645,GES005510,FAC002209,CLI0004,2023-11-06,2023-12-19,1
PRO000646,GES005520,FAC002216,CLI0020,2024-02-05,2024-03-02,1
PRO000647,GES005527,FAC002217,CLI0024,2024-03-25,2024-04-13,1
PRO000648,GES005534,FAC002219,CLI0086,2024-01-12,2024-01-15,1
PRO000649,GES005535,FAC002219,CLI0086,2024-01-13,2024-01-14,0
PRO000650,GES005538,FAC002222,CLI0153,2024-01-14,2024-01-24,1
PRO000651,GES005552,FAC002232,CLI0136,2024-02-23,2024-02-28,0
PRO000652,GES005558,FAC002233,CLI0138,2023-11-29,2024-03-27,1
PRO000653,GES005560,FAC002233,CLI0138,2024-02-16,2024-03-26,1
PRO000654,GES005562,FAC002233,CLI0138,2024-03-14,2024-03-31,1
PRO000655,GES005569,FAC002235,CLI0171,2024-01-15,2024-02-15,1
PRO000656,GES005573,FAC002235,CLI0171,2024-02-03,2024-02-19,1
PRO000657,GES005607,FAC002248,CLI0058,2023-11-18,2023-12-10,1
PRO000658,GES005619,FAC002251,CLI0002,2024-05-10,2024-05-16,0
PRO000659,GES005621,FAC002251,CLI0002,2024-05-30,2024-06-01,0
PRO000660,GES005628,FAC002253,CLI0044,2024-03-31,2024-04-10,1
PRO000661,GES005651,FAC002261,CLI0184,2023-12-21,2023-12-28,0
PRO000662,GES005657,FAC002263,CLI0122,2024-01-31,2024-03-04,1
PRO000663,GES005659,FAC002266,CLI0200,2024-01-12,2024-01-15,0
PRO000664,GES005663,FAC002269,CLI0051,2024-02-11,2024-02-12,0
PRO000665,GES005666,FAC002270,CLI0062,2023-12-25,2024-01-07,0
PRO000666,GES005668,FAC002270,CLI0062,2024-01-15,2024-01-16,1
PRO000667,GES005681,FAC002273,CLI0077,2024-02-02,2024-02-03,1
PRO000668,GES005686,FAC002274,CLI0095,2024-01-09,2024-02-02,1
PRO000669,GES005695,FAC002280,CLI0077,2024-01-25,2024-02-09,0
PRO000670,GES005700,FAC002281,CLI0085,2023-12-27,2024-01-19,0
PRO000671,GES005704,FAC002282,CLI0088,2024-01-06,2024-02-08,1
PRO000672,GES005731,FAC002290,CLI0189,2024-03-08,2024-03-14,1
PRO000673,GES005732,FAC002291,CLI0003,2023-11-25,2024-01-03,0
PRO000674,GES005734,FAC002291,CLI0003,2024-01-11,2024-02-19,1
PRO000675,GES005737,FAC002291,CLI0003,2024-02-12,2024-02-18,0
PRO000676,GES005744,FAC002293,CLI0061,2024-02-21,2024-03-22,1
PRO000677,GES005745,FAC002293,CLI0061,2024-02-25,2024-03-17,0
PRO000678,GES005776,FAC002305,CLI0137,2024-03-03,2024-03-19,0
PRO000679,GES005785,FAC002307,CLI0187,2024-03-19,2024-04-05,0
PRO000680,GES005788,FAC002308,CLI0019,2023-11-27,2024-05-21,1
PRO000681,GES005789,FAC002308,CLI0019,2023-12-19,2024-05-26,1
PRO000682,GES005815,FAC002318,CLI0015,2024-02-13,2024-02-27,1
PRO000683,GES005828,FAC002323,CLI0131,2023-12-24,2024-02-21,1
PRO000684,GES005836,FAC002328,CLI0177,2024-02-10,2024-02-11,1
PRO000685,GES005837,FAC002329,CLI0198,2024-02-15,2024-05-07,1
PRO000686,GES005847,FAC002331,CLI0075,2024-02-23,2024-02-27,0
PRO000687,GES005857,FAC002335,CLI0060,2023-12-13,2024-02-11,1
PRO000688,GES005859,FAC002335,CLI0060,2024-02-07,2024-02-11,1
PRO000689,GES005863,FAC002337,CLI0079,2024-01-17,2024-02-26,1
PRO000690,GES005897,FAC002355,CLI0010,2024-03-30,2024-05-23,1
PRO000691,GES005900,FAC002357,CLI0034,2024-02-01,2024-02-17,0
PRO000692,GES005915,FAC002361,CLI0130,2024-03-04,2024-03-13,0
PRO000693,GES005916,FAC002361,CLI0130,2024-03-10,2024-03-22,1
PRO000694,GES005918,FAC002362,CLI0148,2024-02-04,2024-02-05,0
PRO000695,GES005929,FAC002365,CLI0037,2024-01-27,2024-02-17,0
PRO000696,GES005942,FAC002368,CLI0116,2024-01-05,2024-01-13,0
PRO000697,GES005954,FAC002375,CLI0151,2024-01-18,2024-03-01,0
PRO000698,GES005956,FAC002375,CLI0151,2024-04-13,2024-04-17,0
PRO000699,GES005975,FAC002381,CLI0163,2024-01-22,2024-01-27,1
PRO000700,GES005979,FAC002383,CLI0193,2024-01-16,2024-02-20,0
PRO000701,GES005988,FAC002385,CLI0013,2024-01-23,2024-03-11,0
PRO000702,GES005995,FAC002387,CLI0053,2023-12-17,2024-01-24,0
PRO000703,GES006007,FAC002391,CLI0120,2024-01-16,2024-01-17,0
PRO000704,GES006020,FAC002396,CLI0054,2023-12-13,2024-02-28,0
PRO000705,GES006046,FAC002405,CLI0008,2024-02-14,2024-03-15,0
PRO000706,GES006062,FAC002413,CLI0157,2024-04-09,2024-04-10,0
PRO000707,GES006064,FAC002416,CLI0023,2024-02-09,2024-03-02,0
PRO000708,GES006068,FAC002416,CLI0023,2024-04-06,2024-04-17,1
PRO000709,GES006072,FAC002417,CLI0051,2024-03-29,2024-04-20,0
PRO000710,GES006087,FAC002423,CLI0055,2024-02-06,2024-02-21,0
PRO000711,GES006093,FAC002424,CLI0138,2024-01-26,2024-02-02,0
PRO000712,GES006095,FAC002424,CLI0138,2024-02-08,2024-02-09,1
PRO000713,GES006114,FAC002436,CLI0006,2024-02-02,2024-02-11,1
