factura_id,cliente_id,num_corte,fecha_corte,monto,condicion_dias,antiguedad_meses,tiene_garantia,sector_retail,sector_manufactura,sector_servicios,sector_construccion,sector_agro,sector_tecnologia,sector_salud,sector_transporte,num_facturas_prev,mora_promedio_hist,mora_ultimo_tramo,tasa_cumplimiento,monto_promedio_hist,ratio_monto,moras_consecutivas,num_gestiones_factura,dias_desde_ultima_gestion,dias_desde_emision,dias_hasta_vence,tasa_contacto_cliente,ultimo_resultado_enc,num_no_contesta_cons,tiene_disputa_activa,tiene_promesa_activa,num_promesas_rotas,tasa_cumpl_promesas,promesas_total,target
FAC003706,CLI0011,1,2024-06-27,21469.71,60,16,1,0,1,0,0,0,0,0,0,19,1.29,0.67,0.8824,39291.46,0.5464,0,1,35.0,35,25,0.8182,1.0,0,0,0,1,0.5,2,on_time
FAC003712,CLI0011,0,2024-05-24,4021.24,30,16,1,0,1,0,0,0,0,0,0,20,1.29,0.67,0.8824,38400.37,0.1047,0,0,,0,30,0.8182,,0,0,0,1,0.5,2,on_time
FAC003850,CLI0011,0,2024-06-15,40925.43,45,16,1,0,1,0,0,0,0,0,0,21,1.16,0.67,0.8947,36763.27,1.1132,0,0,,0,45,0.8182,,0,0,0,1,0.5,2,+30
FAC003850,CLI0011,1,2024-06-22,40925.43,45,16,1,0,1,0,0,0,0,0,0,21,1.16,0.67,0.8947,36763.27,1.1132,0,1,7.0,7,38,0.8182,1.0,0,0,0,1,0.5,2,+30
FAC003850,CLI0011,2,2024-08-11,40925.43,45,16,1,0,1,0,0,0,0,0,0,21,1.16,0.67,0.8947,36763.27,1.1132,0,2,50.0,57,-12,0.8182,3.0,0,0,0,1,0.5,2,+30
FAC003850,CLI0011,3,2024-08-15,40925.43,45,16,1,0,1,0,0,0,0,0,0,21,1.16,0.67,0.8947,36763.27,1.1132,0,3,4.0,61,-16,0.8182,3.0,0,0,0,1,0.5,2,+30
FAC004053,CLI0011,0,2024-07-12,73256.32,90,16,1,0,1,0,0,0,0,0,0,22,1.1,0.67,0.9,36952.46,1.9824,0,0,,0,90,0.8462,,0,0,0,1,0.5,2,on_time
FAC004478,CLI0011,0,2024-09-08,22418.58,30,16,1,0,1,0,0,0,0,0,0,23,1.95,7.0,0.8636,38530.89,0.5818,0,0,,0,30,0.8667,,0,0,0,1,0.5,2,on_time
FAC005164,CLI0011,0,2024-12-09,56914.95,60,16,1,0,1,0,0,0,0,0,0,24,1.79,7.0,0.875,37859.54,1.5033,0,0,,0,60,0.8667,,0,0,0,1,0.5,2,on_time
FAC005164,CLI0011,1,2025-01-04,56914.95,60,16,1,0,1,0,0,0,0,0,0,24,1.79,7.0,0.875,37859.54,1.5033,0,1,26.0,26,34,0.8667,1.0,0,0,0,1,0.5,2,on_time
FAC000501,CLI0012,0,2023-03-17,22449.89,30,48,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,22449.89,1.0,0,0,,0,30,0.5,,0,0,0,0,1.0,0,+30
FAC000501,CLI0012,1,2023-03-21,22449.89,30,48,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,22449.89,1.0,0,1,4.0,4,26,0.5,6.0,1,0,0,0,1.0,0,+30
FAC000501,CLI0012,2,2023-04-27,22449.89,30,48,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,22449.89,1.0,0,2,37.0,41,-11,0.5,6.0,2,0,0,0,1.0,0,+30
FAC000608,CLI0012,0,2023-03-31,35761.94,60,48,0,0,0,0,0,1,0,0,0,1,0.0,0.0,1.0,22449.89,1.593,0,0,,0,60,0.0,,0,0,0,0,1.0,0,+30
FAC000608,CLI0012,1,2023-05-10,35761.94,60,48,0,0,0,0,0,1,0,0,0,1,0.0,0.0,1.0,22449.89,1.593,0,1,40.0,40,20,0.0,6.0,1,0,0,0,1.0,0,+30
FAC000608,CLI0012,2,2023-06-18,35761.94,60,48,0,0,0,0,0,1,0,0,0,1,0.0,0.0,1.0,22449.89,1.593,0,2,39.0,79,-19,0.0,3.0,0,0,0,0,1.0,0,+30
FAC000866,CLI0012,0,2023-05-06,28760.56,45,48,0,0,0,0,0,1,0,0,0,2,11.0,11.0,0.0,29105.92,0.9881,0,0,,0,45,0.0,,0,0,0,0,1.0,0,+30
FAC000866,CLI0012,1,2023-07-02,28760.56,45,48,0,0,0,0,0,1,0,0,0,2,11.0,11.0,0.0,29105.92,0.9881,0,1,57.0,57,-12,0.0,2.0,0,0,1,0,1.0,0,+30
FAC000969,CLI0012,0,2023-05-19,31954.16,45,48,0,0,0,0,0,1,0,0,0,3,11.0,11.0,0.0,28990.8,1.1022,0,0,,0,45,0.0,,0,0,0,0,1.0,0,+90
FAC000969,CLI0012,1,2023-06-21,31954.16,45,48,0,0,0,0,0,1,0,0,0,3,11.0,11.0,0.0,28990.8,1.1022,0,1,33.0,33,12,0.0,2.0,0,0,1,0,1.0,0,+90
FAC000969,CLI0012,2,2023-07-13,31954.16,45,48,0,0,0,0,0,1,0,0,0,3,11.0,11.0,0.0,28990.8,1.1022,0,2,22.0,55,-10,0.0,6.0,1,0,0,0,1.0,0,+90
FAC000969,CLI0012,3,2023-08-14,31954.16,45,48,0,0,0,0,0,1,0,0,0,3,11.0,11.0,0.0,28990.8,1.1022,0,3,32.0,87,-42,0.0,4.0,0,1,0,0,1.0,0,+90
FAC000969,CLI0012,4,2023-08-19,31954.16,45,48,0,0,0,0,0,1,0,0,0,3,11.0,11.0,0.0,28990.8,1.1022,0,4,5.0,92,-47,0.0,6.0,1,1,0,0,1.0,0,+90
FAC000969,CLI0012,5,2023-08-21,31954.16,45,48,0,0,0,0,0,1,0,0,0,3,11.0,11.0,0.0,28990.8,1.1022,0,5,2.0,94,-49,0.0,5.0,2,1,0,0,1.0,0,+90
FAC000969,CLI0012,6,2023-08-22,31954.16,45,48,0,0,0,0,0,1,0,0,0,3,11.0,11.0,0.0,28990.8,1.1022,0,6,1.0,95,-50,0.0,4.0,0,1,0,0,1.0,0,+90
FAC000969,CLI0012,7,2023-08-31,31954.16,45,48,0,0,0,0,0,1,0,0,0,3,11.0,11.0,0.0,28990.8,1.1022,0,7,9.0,104,-59,0.0,3.0,0,0,0,0,1.0,0,+90
FAC000969,CLI0012,8,2023-09-01,31954.16,45,48,0,0,0,0,0,1,0,0,0,3,11.0,11.0,0.0,28990.8,1.1022,0,8,1.0,105,-60,0.0,5.0,1,0,0,0,1.0,0,+90
FAC000969,CLI0012,9,2023-09-03,31954.16,45,48,0,0,0,0,0,1,0,0,0,3,11.0,11.0,0.0,28990.8,1.1022,0,9,2.0,107,-62,0.0,4.0,0,1,0,0,1.0,0,+90
FAC001279,CLI0012,0,2023-06-26,5733.14,45,48,0,0,0,0,0,1,0,0,0,4,11.0,11.0,0.0,29731.64,0.1928,0,0,,0,45,0.4,,0,0,0,0,1.0,1,+90
FAC001279,CLI0012,1,2023-07-20,5733.14,45,48,0,0,0,0,0,1,0,0,0,4,11.0,11.0,0.0,29731.64,0.1928,0,1,24.0,24,21,0.4,6.0,1,0,0,0,1.0,1,+90
FAC001279,CLI0012,2,2023-08-06,5733.14,45,48,0,0,0,0,0,1,0,0,0,4,11.0,11.0,0.0,29731.64,0.1928,0,2,17.0,41,4,0.4,6.0,2,0,0,0,1.0,1,+90
FAC001279,CLI0012,3,2023-09-03,5733.14,45,48,0,0,0,0,0,1,0,0,0,4,11.0,11.0,0.0,29731.64,0.1928,0,3,28.0,69,-24,0.4,6.0,3,0,0,0,1.0,1,+90
FAC001279,CLI0012,4,2023-09-08,5733.14,45,48,0,0,0,0,0,1,0,0,0,4,11.0,11.0,0.0,29731.64,0.1928,0,4,5.0,74,-29,0.4,6.0,4,0,0,0,1.0,1,+90
FAC001279,CLI0012,5,2023-09-17,5733.14,45,48,0,0,0,0,0,1,0,0,0,4,11.0,11.0,0.0,29731.64,0.1928,0,5,9.0,83,-38,0.4,5.0,5,0,0,0,1.0,1,+90
FAC001279,CLI0012,6,2023-09-25,5733.14,45,48,0,0,0,0,0,1,0,0,0,4,11.0,11.0,0.0,29731.64,0.1928,0,6,8.0,91,-46,0.4,2.0,0,0,1,0,1.0,1,+90
FAC001501,CLI0012,0,2023-07-24,31890.56,45,48,0,0,0,0,0,1,0,0,0,5,21.33,21.33,0.0,24931.94,1.2791,0,0,,0,45,0.375,,0,0,0,1,0.5,2,+90
FAC001501,CLI0012,1,2023-08-22,31890.56,45,48,0,0,0,0,0,1,0,0,0,5,21.33,21.33,0.0,24931.94,1.2791,0,1,29.0,29,16,0.375,7.0,1,0,0,1,0.5,2,+90
FAC001501,CLI0012,2,2023-09-05,31890.56,45,48,0,0,0,0,0,1,0,0,0,5,21.33,21.33,0.0,24931.94,1.2791,0,2,14.0,43,2,0.375,6.0,2,0,0,1,0.5,2,+90
FAC001501,CLI0012,3,2023-09-09,31890.56,45,48,0,0,0,0,0,1,0,0,0,5,21.33,21.33,0.0,24931.94,1.2791,0,3,4.0,47,-2,0.375,6.0,3,0,0,1,0.5,2,+90
FAC001501,CLI0012,4,2023-09-19,31890.56,45,48,0,0,0,0,0,1,0,0,0,5,21.33,21.33,0.0,24931.94,1.2791,0,4,10.0,57,-12,0.375,7.0,4,0,0,1,0.5,2,+90
FAC001501,CLI0012,5,2023-10-06,31890.56,45,48,0,0,0,0,0,1,0,0,0,5,21.33,21.33,0.0,24931.94,1.2791,0,5,17.0,74,-29,0.375,5.0,5,0,0,1,0.5,2,+90
FAC001501,CLI0012,6,2023-10-08,31890.56,45,48,0,0,0,0,0,1,0,0,0,5,21.33,21.33,0.0,24931.94,1.2791,0,6,2.0,76,-31,0.375,5.0,6,0,0,1,0.5,2,+90
FAC001501,CLI0012,7,2023-10-31,31890.56,45,48,0,0,0,0,0,1,0,0,0,5,21.33,21.33,0.0,24931.94,1.2791,0,7,23.0,99,-54,0.375,5.0,7,0,0,1,0.5,2,+90
FAC001501,CLI0012,8,2023-11-08,31890.56,45,48,0,0,0,0,0,1,0,0,0,5,21.33,21.33,0.0,24931.94,1.2791,0,8,8.0,107,-62,0.375,8.0,0,0,0,1,0.5,2,+90
FAC001501,CLI0012,9,2023-11-15,31890.56,45,48,0,0,0,0,0,1,0,0,0,5,21.33,21.33,0.0,24931.94,1.2791,0,9,7.0,114,-69,0.375,0.0,0,0,0,1,0.5,2,+90
FAC001501,CLI0012,10,2023-11-19,31890.56,45,48,0,0,0,0,0,1,0,0,0,5,21.33,21.33,0.0,24931.94,1.2791,0,10,4.0,118,-73,0.375,8.0,0,0,0,1,0.5,2,+90
FAC002106,CLI0012,0,2023-10-20,31824.55,45,48,0,0,0,0,0,1,0,0,0,6,31.75,38.67,0.0,26091.71,1.2197,0,0,,0,45,0.3077,,0,0,0,2,0.3333,3,+30
FAC002106,CLI0012,1,2023-11-11,31824.55,45,48,0,0,0,0,0,1,0,0,0,6,31.75,38.67,0.0,26091.71,1.2197,0,1,22.0,22,23,0.3077,6.0,1,0,0,2,0.3333,3,+30
FAC002106,CLI0012,2,2023-12-06,31824.55,45,48,0,0,0,0,0,1,0,0,0,6,31.75,38.67,0.0,26091.71,1.2197,0,2,25.0,47,-2,0.3077,6.0,2,0,0,2,0.3333,3,+30
FAC002364,CLI0012,0,2023-11-24,15074.96,30,48,0,0,0,0,0,1,0,0,0,7,45.4,62.0,0.0,26910.69,0.5602,0,0,,0,30,0.3548,,0,0,0,2,0.3333,3,+90
FAC002364,CLI0012,1,2023-12-22,15074.96,30,48,0,0,0,0,0,1,0,0,0,7,45.4,62.0,0.0,26910.69,0.5602,0,1,28.0,28,2,0.3548,3.0,0,0,0,2,0.3333,3,+90
FAC002364,CLI0012,2,2024-01-06,15074.96,30,48,0,0,0,0,0,1,0,0,0,7,45.4,62.0,0.0,26910.69,0.5602,0,2,15.0,43,-13,0.3548,3.0,0,0,0,2,0.3333,3,+90
FAC002364,CLI0012,3,2024-01-09,15074.96,30,48,0,0,0,0,0,1,0,0,0,7,45.4,62.0,0.0,26910.69,0.5602,0,3,3.0,46,-16,0.3548,6.0,1,0,0,2,0.3333,3,+90
FAC002364,CLI0012,4,2024-01-23,15074.96,30,48,0,0,0,0,0,1,0,0,0,7,45.4,62.0,0.0,26910.69,0.5602,0,4,14.0,60,-30,0.3548,6.0,2,0,0,2,0.3333,3,+90
FAC002364,CLI0012,5,2024-02-09,15074.96,30,48,0,0,0,0,0,1,0,0,0,7,45.4,62.0,0.0,26910.69,0.5602,0,5,17.0,77,-47,0.3548,8.0,0,0,0,2,0.3333,3,+90
FAC002364,CLI0012,6,2024-02-24,15074.96,30,48,0,0,0,0,0,1,0,0,0,7,45.4,62.0,0.0,26910.69,0.5602,0,6,15.0,92,-62,0.3548,5.0,1,0,0,2,0.3333,3,+90
FAC002574,CLI0012,0,2023-12-22,19228.83,60,48,0,0,0,0,0,1,0,0,0,8,44.71,62.0,0.0,25431.22,0.7561,0,0,,0,60,0.3636,,0,0,0,2,0.3333,3,+90
FAC002574,CLI0012,1,2024-01-20,19228.83,60,48,0,0,0,0,0,1,0,0,0,8,44.71,62.0,0.0,25431.22,0.7561,0,1,29.0,29,31,0.3636,4.0,0,1,0,2,0.3333,3,+90
FAC002574,CLI0012,2,2024-02-27,19228.83,60,48,0,0,0,0,0,1,0,0,0,8,44.71,62.0,0.0,25431.22,0.7561,0,2,38.0,67,-7,0.3636,6.0,1,1,0,2,0.3333,3,+90
FAC002574,CLI0012,3,2024-03-04,19228.83,60,48,0,0,0,0,0,1,0,0,0,8,44.71,62.0,0.0,25431.22,0.7561,0,3,6.0,73,-13,0.3636,6.0,2,1,0,2,0.3333,3,+90
FAC002574,CLI0012,4,2024-03-15,19228.83,60,48,0,0,0,0,0,1,0,0,0,8,44.71,62.0,0.0,25431.22,0.7561,0,4,11.0,84,-24,0.3636,6.0,3,1,0,2,0.3333,3,+90
FAC002574,CLI0012,5,2024-03-17,19228.83,60,48,0,0,0,0,0,1,0,0,0,8,44.71,62.0,0.0,25431.22,0.7561,0,5,2.0,86,-26,0.3636,0.0,0,0,0,2,0.3333,3,+90
FAC002574,CLI0012,6,2024-03-24,19228.83,60,48,0,0,0,0,0,1,0,0,0,8,44.71,62.0,0.0,25431.22,0.7561,0,6,7.0,93,-33,0.3636,5.0,1,0,0,2,0.3333,3,+90
FAC002574,CLI0012,7,2024-03-28,19228.83,60,48,0,0,0,0,0,1,0,0,0,8,44.71,62.0,0.0,25431.22,0.7561,0,7,4.0,97,-37,0.3636,3.0,0,0,0,2,0.3333,3,+90
FAC003329,CLI0012,0,2024-03-31,24865.99,45,48,0,0,0,0,0,1,0,0,0,9,48.0,52.33,0.0,24742.07,1.005,0,0,,0,45,0.3778,,0,0,0,2,0.3333,3,+90
FAC003329,CLI0012,1,2024-05-31,24865.99,45,48,0,0,0,0,0,1,0,0,0,9,48.0,52.33,0.0,24742.07,1.005,0,1,61.0,61,-16,0.3778,6.0,1,0,0,2,0.3333,3,+90
FAC003329,CLI0012,2,2024-07-12,24865.99,45,48,0,0,0,0,0,1,0,0,0,9,48.0,52.33,0.0,24742.07,1.005,0,2,42.0,103,-58,0.3778,8.0,0,0,0,2,0.3333,3,+90
FAC003329,CLI0012,3,2024-07-19,24865.99,45,48,0,0,0,0,0,1,0,0,0,9,48.0,52.33,0.0,24742.07,1.005,0,3,7.0,110,-65,0.3778,2.0,0,0,1,2,0.3333,3,+90
FAC003329,CLI0012,4,2024-08-02,24865.99,45,48,0,0,0,0,0,1,0,0,0,9,48.0,52.33,0.0,24742.07,1.005,0,4,14.0,124,-79,0.3778,6.0,1,0,0,2,0.3333,3,+90
FAC003329,CLI0012,5,2024-08-06,24865.99,45,48,0,0,0,0,0,1,0,0,0,9,48.0,52.33,0.0,24742.07,1.005,0,5,4.0,128,-83,0.3778,4.0,0,1,0,2,0.3333,3,+90
FAC003386,CLI0012,0,2024-04-07,3564.18,30,48,0,0,0,0,0,1,0,0,0,10,48.0,52.33,0.0,24754.46,0.144,0,0,,0,30,0.3778,,0,0,0,2,0.3333,3,+30
FAC003386,CLI0012,1,2024-04-13,3564.18,30,48,0,0,0,0,0,1,0,0,0,10,48.0,52.33,0.0,24754.46,0.144,0,1,6.0,6,24,0.3778,6.0,1,0,0,2,0.3333,3,+30
FAC003386,CLI0012,2,2024-05-18,3564.18,30,48,0,0,0,0,0,1,0,0,0,10,48.0,52.33,0.0,24754.46,0.144,0,2,35.0,41,-11,0.3778,8.0,0,0,0,2,0.3333,3,+30
FAC003664,CLI0012,0,2024-05-17,39984.21,90,48,0,0,0,0,0,1,0,0,0,11,50.0,46.33,0.0,22828.07,1.7515,0,0,,0,90,0.3696,,0,0,0,2,0.3333,3,+90
FAC003664,CLI0012,1,2024-06-18,39984.21,90,48,0,0,0,0,0,1,0,0,0,11,50.0,46.33,0.0,22828.07,1.7515,0,1,32.0,32,58,0.3696,2.0,0,0,1,2,0.3333,3,+90
FAC003664,CLI0012,2,2024-08-08,39984.21,90,48,0,0,0,0,0,1,0,0,0,11,50.0,46.33,0.0,22828.07,1.7515,0,2,51.0,83,7,0.3696,6.0,1,0,1,2,0.3333,3,+90
FAC003664,CLI0012,3,2024-08-16,39984.21,90,48,0,0,0,0,0,1,0,0,0,11,50.0,46.33,0.0,22828.07,1.7515,0,3,8.0,91,-1,0.3696,6.0,2,0,1,2,0.3333,3,+90
FAC003664,CLI0012,4,2024-08-18,39984.21,90,48,0,0,0,0,0,1,0,0,0,11,50.0,46.33,0.0,22828.07,1.7515,0,4,2.0,93,-3,0.3696,3.0,0,0,1,2,0.3333,3,+90
FAC003664,CLI0012,5,2024-08-19,39984.21,90,48,0,0,0,0,0,1,0,0,0,11,50.0,46.33,0.0,22828.07,1.7515,0,5,1.0,94,-4,0.3696,5.0,1,0,1,2,0.3333,3,+90
FAC003664,CLI0012,6,2024-09-08,39984.21,90,48,0,0,0,0,0,1,0,0,0,11,50.0,46.33,0.0,22828.07,1.7515,0,6,20.0,114,-24,0.3696,8.0,0,0,1,2,0.3333,3,+90
FAC003664,CLI0012,7,2024-09-10,39984.21,90,48,0,0,0,0,0,1,0,0,0,11,50.0,46.33,0.0,22828.07,1.7515,0,7,2.0,116,-26,0.3696,0.0,0,0,1,2,0.3333,3,+90
FAC003664,CLI0012,8,2024-09-26,39984.21,90,48,0,0,0,0,0,1,0,0,0,11,50.0,46.33,0.0,22828.07,1.7515,0,8,16.0,132,-42,0.3696,2.0,0,0,1,2,0.3333,3,+90
FAC003664,CLI0012,9,2024-10-01,39984.21,90,48,0,0,0,0,0,1,0,0,0,11,50.0,46.33,0.0,22828.07,1.7515,0,9,5.0,137,-47,0.3696,4.0,0,1,1,2,0.3333,3,+90
FAC004552,CLI0012,0,2024-09-18,21502.13,90,48,0,0,0,0,0,1,0,0,0,12,50.82,58.33,0.0,24257.75,0.8864,0,0,,0,90,0.4237,,0,0,0,3,0.25,5,+90
FAC004552,CLI0012,1,2024-10-06,21502.13,90,48,0,0,0,0,0,1,0,0,0,12,50.82,58.33,0.0,24257.75,0.8864,0,1,18.0,18,72,0.4237,6.0,1,0,0,3,0.25,5,+90
FAC004552,CLI0012,2,2024-12-28,21502.13,90,48,0,0,0,0,0,1,0,0,0,12,50.82,58.33,0.0,24257.75,0.8864,0,2,83.0,101,-11,0.4237,6.0,2,0,0,3,0.25,5,+90
FAC004552,CLI0012,3,2025-01-06,21502.13,90,48,0,0,0,0,0,1,0,0,0,12,50.82,58.33,0.0,24257.75,0.8864,0,3,9.0,110,-20,0.4237,3.0,0,0,0,3,0.25,5,+90
FAC004552,CLI0012,4,2025-01-13,21502.13,90,48,0,0,0,0,0,1,0,0,0,12,50.82,58.33,0.0,24257.75,0.8864,0,4,7.0,117,-27,0.4237,2.0,0,0,1,3,0.25,5,+90
FAC004552,CLI0012,5,2025-01-15,21502.13,90,48,0,0,0,0,0,1,0,0,0,12,50.82,58.33,0.0,24257.75,0.8864,0,5,2.0,119,-29,0.4237,5.0,1,0,1,3,0.25,5,+90
FAC004552,CLI0012,6,2025-01-25,21502.13,90,48,0,0,0,0,0,1,0,0,0,12,50.82,58.33,0.0,24257.75,0.8864,0,6,10.0,129,-39,0.4237,5.0,2,0,1,3,0.25,5,+90
FAC004552,CLI0012,7,2025-02-13,21502.13,90,48,0,0,0,0,0,1,0,0,0,12,50.82,58.33,0.0,24257.75,0.8864,0,7,19.0,148,-58,0.4237,8.0,0,0,1,3,0.25,5,+90
FAC004960,CLI0012,0,2024-11-14,33110.24,90,48,0,0,0,0,0,1,0,0,0,13,51.75,57.0,0.0,24045.78,1.377,0,0,,0,90,0.4355,,0,0,0,5,0.1667,6,+60
FAC004960,CLI0012,1,2025-02-13,33110.24,90,48,0,0,0,0,0,1,0,0,0,13,51.75,57.0,0.0,24045.78,1.377,0,1,91.0,91,-1,0.4355,6.0,1,0,0,5,0.1667,6,+60
FAC004960,CLI0012,2,2025-02-23,33110.24,90,48,0,0,0,0,0,1,0,0,0,13,51.75,57.0,0.0,24045.78,1.377,0,2,10.0,101,-11,0.4355,6.0,2,0,0,5,0.1667,6,+60
FAC004960,CLI0012,3,2025-03-16,33110.24,90,48,0,0,0,0,0,1,0,0,0,13,51.75,57.0,0.0,24045.78,1.377,0,3,21.0,122,-32,0.4355,0.0,0,0,0,5,0.1667,6,+60
FAC005061,CLI0012,0,2024-11-29,5887.74,30,48,0,0,0,0,0,1,0,0,0,14,51.75,57.0,0.0,24693.24,0.2384,0,0,,0,30,0.4355,,0,0,0,5,0.1667,6,+90
FAC005061,CLI0012,1,2025-01-10,5887.74,30,48,0,0,0,0,0,1,0,0,0,14,51.75,57.0,0.0,24693.24,0.2384,0,1,42.0,42,-12,0.4355,4.0,0,1,0,5,0.1667,6,+90
FAC005061,CLI0012,2,2025-01-23,5887.74,30,48,0,0,0,0,0,1,0,0,0,14,51.75,57.0,0.0,24693.24,0.2384,0,2,13.0,55,-25,0.4355,6.0,1,1,0,5,0.1667,6,+90
FAC005061,CLI0012,3,2025-01-29,5887.74,30,48,0,0,0,0,0,1,0,0,0,14,51.75,57.0,0.0,24693.24,0.2384,0,3,6.0,61,-31,0.4355,0.0,0,0,0,5,0.1667,6,+90
FAC005061,CLI0012,4,2025-02-07,5887.74,30,48,0,0,0,0,0,1,0,0,0,14,51.75,57.0,0.0,24693.24,0.2384,0,4,9.0,70,-40,0.4355,6.0,1,0,0,5,0.1667,6,+90
FAC005061,CLI0012,5,2025-02-08,5887.74,30,48,0,0,0,0,0,1,0,0,0,14,51.75,57.0,0.0,24693.24,0.2384,0,5,1.0,71,-41,0.4355,0.0,0,0,0,5,0.1667,6,+90
FAC005061,CLI0012,6,2025-02-22,5887.74,30,48,0,0,0,0,0,1,0,0,0,14,51.75,57.0,0.0,24693.24,0.2384,0,6,14.0,85,-55,0.4355,2.0,0,0,1,5,0.1667,6,+90
FAC005061,CLI0012,7,2025-02-23,5887.74,30,48,0,0,0,0,0,1,0,0,0,14,51.75,57.0,0.0,24693.24,0.2384,0,7,1.0,86,-56,0.4355,4.0,0,1,1,5,0.1667,6,+90
FAC005061,CLI0012,8,2025-03-01,5887.74,30,48,0,0,0,0,0,1,0,0,0,14,51.75,57.0,0.0,24693.24,0.2384,0,8,6.0,92,-62,0.4355,5.0,1,1,0,5,0.1667,6,+90
FAC005178,CLI0012,0,2024-12-11,26051.2,60,48,0,0,0,0,0,1,0,0,0,15,51.75,57.0,0.0,23439.54,1.1114,0,0,,0,60,0.4355,,0,0,0,5,0.1667,6,+90
FAC005178,CLI0012,1,2025-02-11,26051.2,60,48,0,0,0,0,0,1,0,0,0,15,51.75,57.0,0.0,23439.54,1.1114,0,1,62.0,62,-2,0.4355,8.0,0,0,0,5,0.1667,6,+90
FAC005178,CLI0012,2,2025-03-04,26051.2,60,48,0,0,0,0,0,1,0,0,0,15,51.75,57.0,0.0,23439.54,1.1114,0,2,21.0,83,-23,0.4355,8.0,0,0,0,5,0.1667,6,+90
FAC005178,CLI0012,3,2025-03-18,26051.2,60,48,0,0,0,0,0,1,0,0,0,15,51.75,57.0,0.0,23439.54,1.1114,0,3,14.0,97,-37,0.4355,6.0,1,0,0,5,0.1667,6,+90
FAC005178,CLI0012,4,2025-03-30,26051.2,60,48,0,0,0,0,0,1,0,0,0,15,51.75,57.0,0.0,23439.54,1.1114,0,4,12.0,109,-49,0.4355,6.0,2,0,0,5,0.1667,6,+90
FAC005178,CLI0012,5,2025-04-07,26051.2,60,48,0,0,0,0,0,1,0,0,0,15,51.75,57.0,0.0,23439.54,1.1114,0,5,8.0,117,-57,0.4355,5.0,3,0,0,5,0.1667,6,+90
FAC005330,CLI0012,0,2024-12-31,19167.49,90,48,0,0,0,0,0,1,0,0,0,16,51.75,57.0,0.0,23602.77,0.8121,0,0,,0,90,0.4286,,0,0,0,5,0.1667,6,+60
FAC005330,CLI0012,1,2025-01-21,19167.49,90,48,0,0,0,0,0,1,0,0,0,16,51.75,57.0,0.0,23602.77,0.8121,0,1,21.0,21,69,0.4286,6.0,1,0,0,5,0.1667,6,+60
FAC005330,CLI0012,2,2025-04-20,19167.49,90,48,0,0,0,0,0,1,0,0,0,16,51.75,57.0,0.0,23602.77,0.8121,0,2,89.0,110,-20,0.4286,2.0,0,0,1,5,0.1667,6,+60
FAC005330,CLI0012,3,2025-05-01,19167.49,90,48,0,0,0,0,0,1,0,0,0,16,51.75,57.0,0.0,23602.77,0.8121,0,3,11.0,121,-31,0.4286,6.0,1,0,0,5,0.1667,6,+60
FAC000380,CLI0013,0,2023-02-26,15353.65,45,8,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0,15353.65,1.0,0,0,,0,45,0.5,,0,0,0,0,1.0,0,+60
FAC000380,CLI0013,1,2023-04-16,15353.65,45,8,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0,15353.65,1.0,0,1,49.0,49,-4,0.5,6.0,1,0,0,0,1.0,0,+60
FAC000380,CLI0013,2,2023-04-29,15353.65,45,8,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0,15353.65,1.0,0,2,13.0,62,-17,0.5,6.0,2,0,0,0,1.0,0,+60
FAC000380,CLI0013,3,2023-05-01,15353.65,45,8,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0,15353.65,1.0,0,3,2.0,64,-19,0.5,8.0,0,0,0,0,1.0,0,+60
FAC000541,CLI0013,0,2023-03-22,67717.34,60,8,0,0,1,0,0,0,0,0,0,1,0.0,0.0,1.0,15353.65,4.4105,0,0,,0,60,0.5,,0,0,0,0,1.0,0,on_time
FAC000656,CLI0013,0,2023-04-06,66368.43,30,8,0,0,1,0,0,0,0,0,0,2,0.0,0.0,1.0,41535.49,1.5979,0,0,,0,30,0.5,,0,0,0,0,1.0,0,+60
FAC000656,CLI0013,1,2023-05-19,66368.43,30,8,0,0,1,0,0,0,0,0,0,2,0.0,0.0,1.0,41535.49,1.5979,0,1,43.0,43,-13,0.5,6.0,1,0,0,0,1.0,0,+60
FAC000656,CLI0013,2,2023-05-29,66368.43,30,8,0,0,1,0,0,0,0,0,0,2,0.0,0.0,1.0,41535.49,1.5979,0,2,10.0,53,-23,0.5,6.0,2,0,0,0,1.0,0,+60
FAC000656,CLI0013,3,2023-06-08,66368.43,30,8,0,0,1,0,0,0,0,0,0,2,0.0,0.0,1.0,41535.49,1.5979,0,3,10.0,63,-33,0.5,6.0,3,0,0,0,1.0,0,+60
FAC000886,CLI0013,0,2023-05-08,8335.38,30,8,0,0,1,0,0,0,0,0,0,3,0.0,0.0,1.0,49813.14,0.1673,0,0,,0,30,0.3333,,0,0,0,0,1.0,0,+60
FAC000886,CLI0013,1,2023-06-19,8335.38,30,8,0,0,1,0,0,0,0,0,0,3,0.0,0.0,1.0,49813.14,0.1673,0,1,42.0,42,-12,0.3333,1.0,0,0,0,0,1.0,0,+60
