gestion_id,factura_id,cliente_id,fecha_gestion,canal,contacto_exitoso,resultado,motivo_no_pago,dias_mora_en_gestion
GES004315,FAC001774,CLI0196,2023-11-14,llamada,1,disputa_monto,problemas_internos,27
GES004316,FAC001774,CLI0196,2023-11-18,visita,0,cliente_ausente,,31
GES004317,FAC001775,CLI0001,2023-09-25,whatsapp,0,numero_invalido,,0
GES004318,FAC001776,CLI0018,2023-10-03,whatsapp,1,confirma_pago,,0
GES004319,FAC001778,CLI0054,2023-12-25,whatsapp,0,numero_invalido,,22
GES004320,FAC001778,CLI0054,2023-12-30,email,0,no_contesta,,27
GES004321,FAC001778,CLI0054,2024-01-07,llamada,0,no_contesta,,35
GES004322,FAC001778,CLI0054,2024-01-10,llamada,0,no_contesta,,38
GES004323,FAC001778,CLI0054,2024-01-16,visita,0,cliente_ausente,,44
GES004324,FAC001778,CLI0054,2024-01-22,visita,1,disputa_monto,promete_pagar,50
GES004325,FAC001778,CLI0054,2024-02-06,carta_notarial,1,en_proceso_interno,rechazo_total,65
GES004326,FAC001778,CLI0054,2024-02-15,carta_notarial,1,rechazo_pago,desconoce_deuda,74
GES004327,FAC001778,CLI0054,2024-02-29,carta_notarial,1,pagado,,88
GES004328,FAC001779,CLI0057,2023-10-15,whatsapp,1,confirma_pago,,0
GES004329,FAC001779,CLI0057,2023-11-08,email,0,no_contesta,,5
GES004330,FAC001779,CLI0057,2023-11-15,llamada,1,pagado,,12
GES004331,FAC001779,CLI0057,2023-11-17,llamada,1,disputa_monto,rechazo_total,14
GES004332,FAC001779,CLI0057,2023-11-30,visita,0,cliente_ausente,,27
GES004333,FAC001779,CLI0057,2023-12-07,visita,0,cliente_ausente,,34
GES004334,FAC001780,CLI0127,2023-09-09,whatsapp,1,en_proceso_interno,,0
GES004335,FAC001780,CLI0127,2023-11-13,email,0,no_contesta,,10
GES004336,FAC001780,CLI0127,2023-11-17,llamada,0,numero_invalido,,14
GES004337,FAC001780,CLI0127,2023-11-30,llamada,0,numero_invalido,,27
GES004338,FAC001780,CLI0127,2023-12-10,visita,0,cliente_ausente,,37
GES004339,FAC001780,CLI0127,2023-12-15,visita,0,cliente_ausente,,42
GES004340,FAC001781,CLI0138,2023-10-05,whatsapp,0,no_contesta,,0
GES004341,FAC001781,CLI0138,2023-11-19,email,0,no_contesta,,16
GES004342,FAC001781,CLI0138,2023-11-20,llamada,1,rechazo_pago,rechazo_total,17
GES004343,FAC001781,CLI0138,2023-12-04,llamada,1,rechazo_pago,en_proceso_de_pago,31
GES004344,FAC001781,CLI0138,2023-12-19,visita,0,cliente_ausente,,46
GES004345,FAC001783,CLI0065,2023-09-20,whatsapp,1,en_proceso_interno,,0
GES004346,FAC001788,CLI0052,2023-11-25,whatsapp,0,no_contesta,,20
GES004347,FAC001789,CLI0121,2023-10-23,whatsapp,1,en_proceso_interno,flujo_de_caja,2
GES004348,FAC001790,CLI0165,2023-10-22,whatsapp,1,promesa_de_pago,problemas_internos,1
GES004349,FAC001790,CLI0165,2023-10-25,email,0,no_contesta,,4
GES004350,FAC001791,CLI0006,2023-12-09,whatsapp,0,no_contesta,,3
GES004351,FAC001791,CLI0006,2023-12-10,email,1,promesa_de_pago,desconoce_deuda,4
GES004352,FAC001791,CLI0006,2023-12-11,llamada,1,en_proceso_interno,desconoce_deuda,5
GES004353,FAC001792,CLI0008,2023-10-29,whatsapp,1,disputa_monto,desconoce_deuda,7
GES004354,FAC001792,CLI0008,2023-11-03,email,0,no_contesta,,12
GES004355,FAC001792,CLI0008,2023-11-09,llamada,1,disputa_monto,en_proceso_de_pago,18
GES004356,FAC001792,CLI0008,2023-11-23,llamada,0,no_contesta,,32
GES004357,FAC001792,CLI0008,2023-12-05,visita,1,rechazo_pago,problemas_internos,44
GES004358,FAC001792,CLI0008,2023-12-23,visita,1,disputa_monto,rechazo_total,62
GES004359,FAC001792,CLI0008,2023-12-26,carta_notarial,0,cliente_ausente,,65
GES004360,FAC001795,CLI0142,2023-11-11,whatsapp,1,disputa_monto,rechazo_total,5
GES004361,FAC001796,CLI0158,2023-10-23,whatsapp,1,disputa_monto,problemas_internos,1
GES004362,FAC001796,CLI0158,2023-11-10,email,0,no_contesta,,19
GES004363,FAC001796,CLI0158,2023-11-23,llamada,1,pagado,,32
GES004364,FAC001796,CLI0158,2023-12-01,llamada,0,no_contesta,,40
GES004365,FAC001796,CLI0158,2023-12-03,visita,1,en_proceso_interno,rechazo_total,42
GES004366,FAC001796,CLI0158,2023-12-06,visita,0,cliente_ausente,,45
GES004367,FAC001796,CLI0158,2023-12-08,carta_notarial,1,rechazo_pago,en_proceso_de_pago,47
GES004368,FAC001796,CLI0158,2023-12-18,carta_notarial,1,rechazo_pago,desconoce_deuda,57
GES004369,FAC001796,CLI0158,2023-12-29,carta_notarial,1,promesa_de_pago,flujo_de_caja,68
GES004370,FAC001797,CLI0183,2023-09-17,whatsapp,0,no_contesta,,0
GES004371,FAC001797,CLI0183,2023-10-12,email,1,promesa_de_pago,promete_pagar,5
GES004372,FAC001797,CLI0183,2023-10-17,llamada,0,no_contesta,,10
GES004373,FAC001797,CLI0183,2023-10-23,llamada,0,no_contesta,,16
GES004374,FAC001797,CLI0183,2023-10-24,visita,0,cliente_ausente,,17
GES004375,FAC001797,CLI0183,2023-10-29,visita,0,cliente_ausente,,22
GES004376,FAC001797,CLI0183,2023-11-08,carta_notarial,0,cliente_ausente,,32
GES004377,FAC001797,CLI0183,2023-12-08,carta_notarial,0,cliente_ausente,,62
GES004378,FAC001797,CLI0183,2023-12-22,carta_notarial,0,cliente_ausente,,76
GES004379,FAC001797,CLI0183,2024-01-08,carta_notarial,1,promesa_de_pago,desconoce_deuda,93
GES004380,FAC001798,CLI0061,2023-11-13,whatsapp,1,en_proceso_interno,,0
GES004381,FAC001798,CLI0061,2023-12-12,email,1,confirma_pago,,5
GES004382,FAC001798,CLI0061,2023-12-20,llamada,1,disputa_monto,problemas_internos,13
GES004383,FAC001798,CLI0061,2024-01-21,llamada,0,no_contesta,,45
GES004384,FAC001798,CLI0061,2024-01-28,visita,1,disputa_monto,rechazo_total,52
GES004385,FAC001798,CLI0061,2024-01-29,visita,1,pagado,,53
GES004386,FAC001799,CLI0130,2023-09-11,whatsapp,1,en_proceso_interno,,0
GES004387,FAC001799,CLI0130,2023-09-26,email,1,en_proceso_interno,,0
GES004388,FAC001799,CLI0130,2023-11-19,llamada,1,promesa_de_pago,problemas_internos,12
GES004389,FAC001799,CLI0130,2023-11-20,llamada,1,rechazo_pago,flujo_de_caja,13
GES004390,FAC001799,CLI0130,2023-12-12,visita,1,disputa_monto,desconoce_deuda,35
GES004391,FAC001799,CLI0130,2023-12-26,visita,1,en_proceso_interno,promete_pagar,49
GES004392,FAC001801,CLI0136,2023-10-09,whatsapp,1,pagado,,1
GES004393,FAC001801,CLI0136,2023-10-19,email,1,en_proceso_interno,problemas_internos,11
GES004394,FAC001801,CLI0136,2023-10-27,llamada,1,en_proceso_interno,problemas_internos,19
GES004395,FAC001801,CLI0136,2023-10-29,llamada,1,disputa_monto,en_proceso_de_pago,21
GES004396,FAC001801,CLI0136,2023-12-10,visita,1,en_proceso_interno,rechazo_total,63
GES004397,FAC001801,CLI0136,2023-12-31,visita,1,promesa_de_pago,flujo_de_caja,84
GES004398,FAC001802,CLI0145,2023-10-06,whatsapp,1,en_proceso_interno,,0
GES004399,FAC001803,CLI0147,2023-10-21,whatsapp,0,no_contesta,,0
GES004400,FAC001805,CLI0031,2023-12-14,whatsapp,1,promesa_de_pago,promete_pagar,6
GES004401,FAC001806,CLI0058,2023-09-28,whatsapp,1,confirma_pago,,0
GES004402,FAC001807,CLI0083,2023-11-12,whatsapp,0,no_contesta,,4
GES004403,FAC001808,CLI0086,2023-10-31,whatsapp,1,confirma_pago,,0
GES004404,FAC001808,CLI0086,2023-12-03,email,0,no_contesta,,25
GES004405,FAC001808,CLI0086,2023-12-04,llamada,1,en_proceso_interno,desconoce_deuda,26
GES004406,FAC001808,CLI0086,2023-12-16,llamada,1,rechazo_pago,disputa_factura,38
GES004407,FAC001808,CLI0086,2023-12-22,visita,1,rechazo_pago,disputa_factura,44
GES004408,FAC001808,CLI0086,2024-01-17,visita,1,en_proceso_interno,promete_pagar,70
GES004409,FAC001808,CLI0086,2024-02-11,carta_notarial,1,promesa_de_pago,desconoce_deuda,95
GES004410,FAC001808,CLI0086,2024-02-20,carta_notarial,1,en_proceso_interno,flujo_de_caja,104
GES004411,FAC001809,CLI0110,2023-10-03,whatsapp,1,confirma_pago,,0
GES004412,FAC001812,CLI0158,2023-10-24,whatsapp,1,disputa_monto,,0
GES004413,FAC001812,CLI0158,2023-10-29,email,0,no_contesta,,0
GES004414,FAC001812,CLI0158,2023-12-22,llamada,1,disputa_monto,problemas_internos,44
GES004415,FAC001812,CLI0158,2024-01-12,llamada,1,rechazo_pago,flujo_de_caja,65
GES004416,FAC001812,CLI0158,2024-01-16,visita,1,rechazo_pago,desconoce_deuda,69
GES004417,FAC001812,CLI0158,2024-02-07,visita,0,cliente_ausente,,91
GES004418,FAC001813,CLI0178,2023-10-25,whatsapp,1,promesa_de_pago,flujo_de_caja,1
GES004419,FAC001813,CLI0178,2023-11-13,email,0,no_contesta,,20
GES004420,FAC001814,CLI0186,2023-10-26,whatsapp,0,numero_invalido,,2
GES004421,FAC001815,CLI0187,2023-10-05,whatsapp,1,confirma_pago,,0
GES004422,FAC001815,CLI0187,2023-10-26,email,0,no_contesta,,17
GES004423,FAC001815,CLI0187,2023-11-08,llamada,0,no_contesta,,30
GES004424,FAC001815,CLI0187,2023-11-09,llamada,0,no_contesta,,31
GES004425,FAC001815,CLI0187,2023-11-24,visita,1,en_proceso_interno,rechazo_total,46
GES004426,FAC001815,CLI0187,2024-01-08,visita,1,rechazo_pago,desconoce_deuda,91
GES004427,FAC001816,CLI0193,2023-09-25,whatsapp,1,disputa_monto,,0
GES004428,FAC001816,CLI0193,2023-12-16,email,0,no_contesta,,8
GES004429,FAC001816,CLI0193,2023-12-29,llamada,0,no_contesta,,21
GES004430,FAC001816,CLI0193,2023-12-30,llamada,0,no_contesta,,22
GES004431,FAC001816,CLI0193,2024-01-01,visita,1,promesa_de_pago,en_proceso_de_pago,24
GES004432,FAC001819,CLI0139,2023-10-04,whatsapp,0,no_contesta,,0
GES004433,FAC001820,CLI0167,2023-09-20,whatsapp,0,no_contesta,,0
GES004434,FAC001820,CLI0167,2023-11-04,email,1,promesa_de_pago,rechazo_total,10
GES004435,FAC001821,CLI0009,2023-10-14,whatsapp,1,confirma_pago,,0
GES004436,FAC001823,CLI0026,2023-10-03,whatsapp,1,promesa_de_pago,,0
GES004437,FAC001823,CLI0026,2023-10-20,email,0,no_contesta,,9
GES004438,FAC001823,CLI0026,2023-10-22,llamada,0,no_contesta,,11
GES004439,FAC001823,CLI0026,2023-11-03,llamada,0,no_contesta,,23
GES004440,FAC001823,CLI0026,2023-11-11,visita,1,rechazo_pago,desconoce_deuda,31
GES004441,FAC001823,CLI0026,2023-12-17,visita,1,rechazo_pago,promete_pagar,67
GES004442,FAC001823,CLI0026,2023-12-20,carta_notarial,1,rechazo_pago,rechazo_total,70
GES004443,FAC001823,CLI0026,2024-01-08,carta_notarial,1,rechazo_pago,disputa_factura,89
GES004444,FAC001824,CLI0028,2023-09-26,whatsapp,0,no_contesta,,0
GES004445,FAC001824,CLI0028,2023-11-30,email,0,no_contesta,,20
GES004446,FAC001824,CLI0028,2023-12-02,llamada,1,pagado,,22
GES004447,FAC001824,CLI0028,2023-12-20,llamada,0,no_contesta,,40
GES004448,FAC001824,CLI0028,2023-12-21,visita,1,en_proceso_interno,desconoce_deuda,41
GES004449,FAC001825,CLI0069,2023-12-16,whatsapp,0,no_contesta,,6
GES004450,FAC001826,CLI0087,2023-10-17,whatsapp,0,no_contesta,,6
GES004451,FAC001826,CLI0087,2023-10-18,email,0,no_contesta,,7
GES004452,FAC001826,CLI0087,2023-11-01,llamada,0,no_contesta,,21
GES004453,FAC001826,CLI0087,2023-11-09,llamada,1,en_proceso_interno,desconoce_deuda,29
GES004454,FAC001826,CLI0087,2023-11-15,visita,1,rechazo_pago,desconoce_deuda,35
GES004455,FAC001826,CLI0087,2023-12-17,visita,0,cliente_ausente,,67
GES004456,FAC001826,CLI0087,2023-12-24,carta_notarial,1,pagado,,74
GES004457,FAC001826,CLI0087,2023-12-29,carta_notarial,1,rechazo_pago,en_proceso_de_pago,79
GES004458,FAC001826,CLI0087,2024-01-02,carta_notarial,1,rechazo_pago,en_proceso_de_pago,83
GES004459,FAC001826,CLI0087,2024-01-06,carta_notarial,1,pagado,,87
GES004460,FAC001827,CLI0108,2023-10-13,whatsapp,1,promesa_de_pago,,0
GES004461,FAC001827,CLI0108,2023-12-12,email,0,no_contesta,,2
GES004462,FAC001827,CLI0108,2023-12-14,llamada,1,promesa_de_pago,promete_pagar,4
GES004463,FAC001830,CLI0032,2023-10-18,whatsapp,1,promesa_de_pago,,0
GES004464,FAC001831,CLI0052,2023-11-04,whatsapp,1,en_proceso_interno,,0
GES004465,FAC001831,CLI0052,2023-11-26,email,0,no_contesta,,15
GES004466,FAC001831,CLI0052,2023-12-20,llamada,0,no_contesta,,39
GES004467,FAC001832,CLI0109,2023-10-11,whatsapp,1,disputa_monto,,0
GES004468,FAC001834,CLI0142,2023-11-06,whatsapp,1,promesa_de_pago,promete_pagar,10
GES004469,FAC001834,CLI0142,2023-11-12,email,1,pagado,,16
GES004470,FAC001834,CLI0142,2023-11-26,llamada,1,promesa_de_pago,rechazo_total,30
GES004471,FAC001836,CLI0157,2023-09-17,whatsapp,1,promesa_de_pago,,0
GES004472,FAC001836,CLI0157,2023-10-21,email,0,no_contesta,,9
GES004473,FAC001837,CLI0169,2023-10-21,whatsapp,0,no_contesta,,0
GES004474,FAC001838,CLI0177,2023-11-28,whatsapp,1,confirma_pago,,17
GES004475,FAC001838,CLI0177,2023-12-10,email,1,disputa_monto,en_proceso_de_pago,29
GES004476,FAC001838,CLI0177,2023-12-16,llamada,0,no_contesta,,35
GES004477,FAC001838,CLI0177,2024-01-17,llamada,1,disputa_monto,rechazo_total,67
GES004478,FAC001838,CLI0177,2024-01-29,visita,1,rechazo_pago,disputa_factura,79
GES004479,FAC001839,CLI0179,2023-11-04,whatsapp,1,disputa_monto,,0
GES004480,FAC001839,CLI0179,2023-11-22,email,0,no_contesta,,11
GES004481,FAC001839,CLI0179,2023-12-23,llamada,0,no_contesta,,42
GES004482,FAC001839,CLI0179,2023-12-27,llamada,1,promesa_de_pago,rechazo_total,46
GES004483,FAC001839,CLI0179,2024-01-04,visita,0,cliente_ausente,,54
GES004484,FAC001839,CLI0179,2024-01-12,visita,0,cliente_ausente,,62
GES004485,FAC001839,CLI0179,2024-01-28,carta_notarial,1,en_proceso_interno,rechazo_total,78
GES004486,FAC001839,CLI0179,2024-01-29,carta_notarial,1,rechazo_pago,problemas_internos,79
GES004487,FAC001839,CLI0179,2024-01-30,carta_notarial,1,promesa_de_pago,promete_pagar,80
GES004488,FAC001840,CLI0197,2023-10-30,whatsapp,0,no_contesta,,3
GES004489,FAC001841,CLI0026,2023-12-13,whatsapp,0,no_contesta,,1
GES004490,FAC001842,CLI0034,2023-10-15,whatsapp,1,confirma_pago,,0
GES004491,FAC001842,CLI0034,2023-11-21,email,0,no_contesta,,9
GES004492,FAC001842,CLI0034,2023-12-01,llamada,1,en_proceso_interno,problemas_internos,19
GES004493,FAC001842,CLI0034,2023-12-21,llamada,0,no_contesta,,39
GES004494,FAC001842,CLI0034,2023-12-22,visita,1,disputa_monto,problemas_internos,40
GES004495,FAC001842,CLI0034,2024-01-04,visita,1,rechazo_pago,disputa_factura,53
GES004496,FAC001842,CLI0034,2024-01-09,carta_notarial,1,en_proceso_interno,en_proceso_de_pago,58
GES004497,FAC001842,CLI0034,2024-01-14,carta_notarial,1,rechazo_pago,disputa_factura,63
GES004498,FAC001842,CLI0034,2024-01-16,carta_notarial,0,cliente_ausente,,65
GES004499,FAC001842,CLI0034,2024-02-03,carta_notarial,0,cliente_ausente,,83
GES004500,FAC001843,CLI0078,2023-10-14,whatsapp,0,no_contesta,,0
GES004501,FAC001844,CLI0087,2023-11-15,whatsapp,0,no_contesta,,3
GES004502,FAC001844,CLI0087,2023-12-08,email,0,no_contesta,,26
GES004503,FAC001844,CLI0087,2023-12-12,llamada,0,no_contesta,,30
GES004504,FAC001844,CLI0087,2023-12-18,llamada,0,no_contesta,,36
GES004505,FAC001844,CLI0087,2023-12-22,visita,0,cliente_ausente,,40
GES004506,FAC001844,CLI0087,2023-12-23,visita,0,cliente_ausente,,41
GES004507,FAC001844,CLI0087,2024-01-03,carta_notarial,1,disputa_monto,desconoce_deuda,52
GES004508,FAC001845,CLI0094,2023-10-20,whatsapp,1,promesa_de_pago,rechazo_total,7
GES004509,FAC001845,CLI0094,2023-10-24,email,0,no_contesta,,11
GES004510,FAC001845,CLI0094,2023-10-28,llamada,1,disputa_monto,disputa_factura,15
GES004511,FAC001846,CLI0095,2023-10-03,whatsapp,0,no_contesta,,0
GES004512,FAC001846,CLI0095,2023-11-28,email,0,no_contesta,,16
GES004513,FAC001846,CLI0095,2023-12-04,llamada,1,disputa_monto,disputa_factura,22
GES004514,FAC001846,CLI0095,2023-12-23,llamada,1,rechazo_pago,flujo_de_caja,41
GES004515,FAC001849,CLI0171,2023-10-30,whatsapp,1,promesa_de_pago,rechazo_total,2
GES004516,FAC001849,CLI0171,2023-11-21,email,0,no_contesta,,24
GES004517,FAC001849,CLI0171,2023-12-02,llamada,1,promesa_de_pago,disputa_factura,35
GES004518,FAC001849,CLI0171,2023-12-04,llamada,1,pagado,,37
GES004519,FAC001849,CLI0171,2023-12-08,visita,1,confirma_pago,,41
GES004520,FAC001851,CLI0006,2023-09-24,whatsapp,1,en_proceso_interno,,0
GES004521,FAC001851,CLI0006,2023-10-16,email,0,no_contesta,,2
GES004522,FAC001851,CLI0006,2023-10-21,llamada,1,rechazo_pago,rechazo_total,7
GES004523,FAC001851,CLI0006,2023-10-31,llamada,1,rechazo_pago,rechazo_total,17
GES004524,FAC001851,CLI0006,2023-11-04,visita,1,disputa_monto,problemas_internos,21
GES004525,FAC001851,CLI0006,2023-11-15,visita,1,rechazo_pago,promete_pagar,32
GES004526,FAC001851,CLI0006,2023-11-29,carta_notarial,1,confirma_pago,,46
GES004527,FAC001851,CLI0006,2023-12-06,carta_notarial,1,rechazo_pago,promete_pagar,53
GES004528,FAC001852,CLI0013,2023-11-23,whatsapp,1,confirma_pago,,10
GES004529,FAC001852,CLI0013,2023-11-24,email,0,no_contesta,,11
GES004530,FAC001852,CLI0013,2023-11-25,llamada,0,no_contesta,,12
GES004531,FAC001852,CLI0013,2023-11-30,llamada,0,no_contesta,,17
GES004532,FAC001852,CLI0013,2023-12-04,visita,0,cliente_ausente,,21
GES004533,FAC001852,CLI0013,2023-12-23,visita,1,rechazo_pago,flujo_de_caja,40
GES004534,FAC001852,CLI0013,2023-12-31,carta_notarial,0,cliente_ausente,,48
GES004535,FAC001852,CLI0013,2024-01-03,carta_notarial,0,cliente_ausente,,51
GES004536,FAC001852,CLI0013,2024-01-28,carta_notarial,1,en_proceso_interno,problemas_internos,76
GES004537,FAC001852,CLI0013,2024-02-01,carta_notarial,0,cliente_ausente,,80
GES004538,FAC001853,CLI0027,2023-11-21,whatsapp,0,no_contesta,,8
GES004539,FAC001853,CLI0027,2023-12-07,email,0,no_contesta,,24
GES004540,FAC001854,CLI0042,2023-11-02,whatsapp,1,en_proceso_interno,desconoce_deuda,4
GES004541,FAC001854,CLI0042,2023-11-14,email,0,no_contesta,,16
GES004542,FAC001854,CLI0042,2023-11-18,llamada,1,pagado,,20
GES004543,FAC001854,CLI0042,2023-11-21,llamada,1,promesa_de_pago,flujo_de_caja,23
GES004544,FAC001854,CLI0042,2023-11-26,visita,0,cliente_ausente,,28
GES004545,FAC001855,CLI0044,2023-09-24,whatsapp,1,promesa_de_pago,,0
GES004546,FAC001855,CLI0044,2023-10-31,email,0,no_contesta,,17
GES004547,FAC001855,CLI0044,2023-11-06,llamada,0,no_contesta,,23
GES004548,FAC001855,CLI0044,2023-11-19,llamada,0,no_contesta,,36
GES004549,FAC001855,CLI0044,2023-12-06,visita,1,promesa_de_pago,rechazo_total,53
GES004550,FAC001855,CLI0044,2023-12-19,visita,1,rechazo_pago,promete_pagar,66
GES004551,FAC001855,CLI0044,2024-01-03,carta_notarial,0,cliente_ausente,,81
GES004552,FAC001855,CLI0044,2024-01-06,carta_notarial,0,cliente_ausente,,84
GES004553,FAC001856,CLI0086,2023-09-17,whatsapp,1,confirma_pago,,0
GES004554,FAC001856,CLI0086,2023-11-14,email,1,en_proceso_interno,,0
GES004555,FAC001856,CLI0086,2023-12-16,llamada,0,no_contesta,,3
GES004556,FAC001856,CLI0086,2023-12-18,llamada,0,no_contesta,,5
GES004557,FAC001856,CLI0086,2024-01-03,visita,1,pagado,,21
GES004558,FAC001856,CLI0086,2024-01-10,visita,1,pagado,,28
GES004559,FAC001857,CLI0087,2023-12-02,whatsapp,1,promesa_de_pago,,0
GES004560,FAC001858,CLI0138,2023-10-31,whatsapp,0,no_contesta,,0
GES004561,FAC001858,CLI0138,2023-11-17,email,0,no_contesta,,4
GES004562,FAC001858,CLI0138,2023-11-19,llamada,1,promesa_de_pago,flujo_de_caja,6
GES004563,FAC001858,CLI0138,2024-01-07,llamada,0,no_contesta,,55
GES004564,FAC001858,CLI0138,2024-01-17,visita,0,cliente_ausente,,65
GES004565,FAC001859,CLI0163,2023-12-03,whatsapp,1,en_proceso_interno,en_proceso_de_pago,20
GES004566,FAC001859,CLI0163,2023-12-11,email,1,rechazo_pago,problemas_internos,28
GES004567,FAC001859,CLI0163,2024-01-15,llamada,0,no_contesta,,63
GES004568,FAC001859,CLI0163,2024-01-17,llamada,0,no_contesta,,65
GES004569,FAC001859,CLI0163,2024-01-18,visita,1,rechazo_pago,desconoce_deuda,66
GES004570,FAC001859,CLI0163,2024-01-20,visita,0,cliente_ausente,,68
GES004571,FAC001859,CLI0163,2024-01-24,carta_notarial,1,en_proceso_interno,flujo_de_caja,72
GES004572,FAC001859,CLI0163,2024-01-29,carta_notarial,1,disputa_monto,en_proceso_de_pago,77
GES004573,FAC001860,CLI0185,2023-12-16,whatsapp,1,disputa_monto,promete_pagar,3
GES004574,FAC001860,CLI0185,2023-12-19,email,0,no_contesta,,6
GES004575,FAC001860,CLI0185,2024-01-05,llamada,1,rechazo_pago,desconoce_deuda,23
GES004576,FAC001860,CLI0185,2024-01-09,llamada,0,numero_invalido,,27
GES004577,FAC001860,CLI0185,2024-01-16,visita,1,rechazo_pago,disputa_factura,34
GES004578,FAC001860,CLI0185,2024-01-22,visita,1,en_proceso_interno,disputa_factura,40
GES004579,FAC001861,CLI0045,2023-11-18,whatsapp,1,confirma_pago,,0
GES004580,FAC001861,CLI0045,2023-12-19,email,1,promesa_de_pago,promete_pagar,5
GES004581,FAC001861,CLI0045,2023-12-30,llamada,0,no_contesta,,16
GES004582,FAC001862,CLI0076,2023-11-19,whatsapp,1,disputa_monto,problemas_internos,20
GES004583,FAC001862,CLI0076,2023-11-24,email,0,no_contesta,,25
GES004584,FAC001862,CLI0076,2023-12-07,llamada,1,en_proceso_interno,en_proceso_de_pago,38
GES004585,FAC001862,CLI0076,2023-12-27,llamada,1,rechazo_pago,promete_pagar,58
GES004586,FAC001862,CLI0076,2024-01-19,visita,0,cliente_ausente,,81
GES004587,FAC001865,CLI0198,2023-11-06,whatsapp,0,no_contesta,,7
GES004588,FAC001866,CLI0044,2023-10-30,whatsapp,0,no_contesta,,14
GES004589,FAC001866,CLI0044,2023-11-18,email,1,rechazo_pago,desconoce_deuda,33
GES004590,FAC001866,CLI0044,2023-11-22,llamada,0,numero_invalido,,37
GES004591,FAC001866,CLI0044,2023-11-30,llamada,1,disputa_monto,desconoce_deuda,45
GES004592,FAC001866,CLI0044,2023-12-03,visita,1,rechazo_pago,flujo_de_caja,48
GES004593,FAC001866,CLI0044,2023-12-28,visita,0,cliente_ausente,,73
GES004594,FAC001866,CLI0044,2023-12-30,carta_notarial,1,disputa_monto,en_proceso_de_pago,75
GES004595,FAC001866,CLI0044,2024-01-05,carta_notarial,0,cliente_ausente,,81
GES004596,FAC001866,CLI0044,2024-01-07,carta_notarial,1,disputa_monto,flujo_de_caja,83
GES004597,FAC001867,CLI0064,2023-09-25,whatsapp,1,en_proceso_interno,,0
GES004598,FAC001867,CLI0064,2023-11-21,email,1,rechazo_pago,desconoce_deuda,6
GES004599,FAC001867,CLI0064,2023-11-26,llamada,1,promesa_de_pago,problemas_internos,11
GES004600,FAC001867,CLI0064,2023-12-24,llamada,1,rechazo_pago,rechazo_total,39
GES004601,FAC001867,CLI0064,2023-12-30,visita,1,en_proceso_interno,flujo_de_caja,45
GES004602,FAC001867,CLI0064,2023-12-31,visita,0,cliente_ausente,,46
GES004603,FAC001867,CLI0064,2024-01-09,carta_notarial,1,disputa_monto,disputa_factura,55
GES004604,FAC001867,CLI0064,2024-01-10,carta_notarial,1,disputa_monto,disputa_factura,56
GES004605,FAC001867,CLI0064,2024-02-09,carta_notarial,1,rechazo_pago,flujo_de_caja,86
GES004606,FAC001868,CLI0116,2023-11-02,whatsapp,0,no_contesta,,0
GES004607,FAC001868,CLI0116,2024-01-12,email,0,no_contesta,,28
GES004608,FAC001868,CLI0116,2024-01-15,llamada,1,rechazo_pago,promete_pagar,31
GES004609,FAC001868,CLI0116,2024-01-27,llamada,1,confirma_pago,,43
GES004610,FAC001868,CLI0116,2024-02-08,visita,1,rechazo_pago,promete_pagar,55
GES004611,FAC001868,CLI0116,2024-02-14,visita,1,rechazo_pago,flujo_de_caja,61
GES004612,FAC001869,CLI0128,2023-11-17,whatsapp,1,confirma_pago,,2
GES004613,FAC001869,CLI0128,2023-11-29,email,1,disputa_monto,flujo_de_caja,14
GES004614,FAC001869,CLI0128,2023-12-05,llamada,1,en_proceso_interno,problemas_internos,20
GES004615,FAC001869,CLI0128,2023-12-22,llamada,0,no_contesta,,37
GES004616,FAC001869,CLI0128,2024-01-02,visita,1,disputa_monto,problemas_internos,48
GES004617,FAC001869,CLI0128,2024-01-16,visita,1,promesa_de_pago,flujo_de_caja,62
GES004618,FAC001869,CLI0128,2024-01-25,carta_notarial,0,cliente_ausente,,71
GES004619,FAC001869,CLI0128,2024-02-10,carta_notarial,1,en_proceso_interno,flujo_de_caja,87
GES004620,FAC001869,CLI0128,2024-03-04,carta_notarial,1,rechazo_pago,promete_pagar,110
GES004621,FAC001870,CLI0142,2023-10-30,whatsapp,1,disputa_monto,desconoce_deuda,14
GES004622,FAC001870,CLI0142,2023-11-21,email,0,no_contesta,,36
GES004623,FAC001870,CLI0142,2023-11-23,llamada,1,en_proceso_interno,en_proceso_de_pago,38
GES004624,FAC001871,CLI0160,2023-09-28,whatsapp,1,promesa_de_pago,,0
GES004625,FAC001871,CLI0160,2023-10-20,email,1,en_proceso_interno,rechazo_total,4
GES004626,FAC001871,CLI0160,2023-10-29,llamada,0,no_contesta,,13
GES004627,FAC001872,CLI0077,2023-11-01,whatsapp,1,confirma_pago,,0
GES004628,FAC001872,CLI0077,2023-11-18,email,1,rechazo_pago,en_proceso_de_pago,2
GES004629,FAC001872,CLI0077,2023-11-20,llamada,1,rechazo_pago,disputa_factura,4
GES004630,FAC001872,CLI0077,2023-11-22,llamada,0,numero_invalido,,6
GES004631,FAC001872,CLI0077,2023-12-24,visita,1,rechazo_pago,promete_pagar,38
GES004632,FAC001873,CLI0157,2023-10-26,whatsapp,1,en_proceso_interno,,0
GES004633,FAC001873,CLI0157,2023-12-04,email,0,no_contesta,,18
